locus_tag	ftype	length_bp	gene	EC_number	COG	product
KDEIODNE_00051	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
KDEIODNE_00052	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
KDEIODNE_00053	CDS	543				hypothetical protein
KDEIODNE_00054	CDS	870				putative protein
KDEIODNE_00055	CDS	435				putative protein
KDEIODNE_00056	CDS	2463	ponA1		COG0744	Penicillin-binding protein 1A
KDEIODNE_00057	CDS	1683				hypothetical protein
KDEIODNE_00058	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
KDEIODNE_00059	CDS	291	rpsF		COG0360	30S ribosomal protein S6
KDEIODNE_00060	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
KDEIODNE_00061	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
KDEIODNE_00062	CDS	621				hypothetical protein
KDEIODNE_00063	CDS	252				hypothetical protein
KDEIODNE_00064	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
KDEIODNE_00065	CDS	693				hypothetical protein
KDEIODNE_00066	CDS	1059				hypothetical protein
KDEIODNE_00067	CDS	339				hypothetical protein
KDEIODNE_00068	CDS	288				hypothetical protein
KDEIODNE_00069	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
KDEIODNE_00070	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
KDEIODNE_00071	CDS	156				hypothetical protein
KDEIODNE_00072	CDS	2940				hypothetical protein
KDEIODNE_00073	CDS	240				hypothetical protein
KDEIODNE_00074	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
KDEIODNE_00075	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
KDEIODNE_00076	CDS	570				hypothetical protein
KDEIODNE_00077	CDS	912				hypothetical protein
KDEIODNE_00078	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
KDEIODNE_00079	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
KDEIODNE_00080	CDS	246				hypothetical protein
KDEIODNE_00081	CDS	252				hypothetical protein
KDEIODNE_00082	CDS	177				hypothetical protein
KDEIODNE_00083	CDS	1236	hutI_1	3.5.2.7		Imidazolonepropionase
KDEIODNE_00084	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
KDEIODNE_00085	CDS	390				hypothetical protein
KDEIODNE_00086	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
KDEIODNE_00087	CDS	651				hypothetical protein
KDEIODNE_00088	CDS	594				hypothetical protein
KDEIODNE_00089	CDS	207				hypothetical protein
KDEIODNE_00090	CDS	858				Dormancy associated translation inhibitor
KDEIODNE_00091	CDS	459				putative protein
KDEIODNE_00092	CDS	345			COG0640	putative HTH-type transcriptional regulator
KDEIODNE_00093	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
KDEIODNE_00094	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
KDEIODNE_00095	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
KDEIODNE_00096	CDS	663				hypothetical protein
KDEIODNE_00097	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
KDEIODNE_00098	CDS	1476	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
KDEIODNE_00099	CDS	693				putative protein
KDEIODNE_00100	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
KDEIODNE_00101	CDS	771			COG3305	putative protein
KDEIODNE_00102	CDS	195				hypothetical protein
KDEIODNE_00103	CDS	768	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
KDEIODNE_00104	CDS	576				hypothetical protein
KDEIODNE_00105	CDS	405				hypothetical protein
KDEIODNE_00106	CDS	711			COG5660	putative protein
KDEIODNE_00107	CDS	1392				hypothetical protein
KDEIODNE_00108	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
KDEIODNE_00109	CDS	552				putative protein
KDEIODNE_00110	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
KDEIODNE_00111	CDS	249				putative protein
KDEIODNE_00112	CDS	708				hypothetical protein
KDEIODNE_00113	CDS	552				hypothetical protein
KDEIODNE_00114	CDS	876				hypothetical protein
KDEIODNE_00115	CDS	780				hypothetical protein
KDEIODNE_00116	CDS	258				hypothetical protein
KDEIODNE_00117	CDS	153				hypothetical protein
KDEIODNE_00118	CDS	327				hypothetical protein
KDEIODNE_00119	CDS	420	car_1	1.2.1.-	COG1022	Carboxylic acid reductase
KDEIODNE_00120	CDS	1986			COG3336	putative protein
KDEIODNE_00121	CDS	225				hypothetical protein
KDEIODNE_00122	CDS	222				hypothetical protein
KDEIODNE_00123	CDS	585				hypothetical protein
KDEIODNE_00124	CDS	1488				hypothetical protein
KDEIODNE_00125	CDS	285				hypothetical protein
KDEIODNE_00126	CDS	1197			COG0523	putative protein
KDEIODNE_00127	CDS	4899	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
KDEIODNE_00128	CDS	273				hypothetical protein
KDEIODNE_00129	CDS	1602				hypothetical protein
KDEIODNE_00130	CDS	855	glpG	3.4.21.105		Rhomboid protease GlpG
KDEIODNE_00131	CDS	2058				hypothetical protein
KDEIODNE_00132	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
KDEIODNE_00133	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
KDEIODNE_00134	CDS	654	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
KDEIODNE_00135	CDS	1161	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
KDEIODNE_00136	CDS	189				hypothetical protein
KDEIODNE_00137	CDS	837	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
KDEIODNE_00138	CDS	1104	hdfR			HTH-type transcriptional regulator HdfR
KDEIODNE_00139	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
KDEIODNE_00140	CDS	726				hypothetical protein
KDEIODNE_00141	CDS	2694			COG0480	Elongation factor G-like protein
KDEIODNE_00142	CDS	435				hypothetical protein
KDEIODNE_00143	CDS	183				hypothetical protein
KDEIODNE_00144	CDS	369				hypothetical protein
KDEIODNE_00145	CDS	276				hypothetical protein
KDEIODNE_00146	CDS	531				hypothetical protein
KDEIODNE_00147	CDS	1068				hypothetical protein
KDEIODNE_00148	CDS	210				hypothetical protein
KDEIODNE_00149	CDS	672				hypothetical protein
KDEIODNE_00150	CDS	1179	mak	2.7.1.175	COG3281	Maltokinase
KDEIODNE_00151	CDS	780				hypothetical protein
KDEIODNE_00152	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
KDEIODNE_00153	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
KDEIODNE_00154	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
KDEIODNE_00155	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
KDEIODNE_00156	CDS	606				hypothetical protein
KDEIODNE_00157	CDS	903		3.3.2.10		Soluble epoxide hydrolase
KDEIODNE_00158	CDS	606				hypothetical protein
KDEIODNE_00159	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
KDEIODNE_00160	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
KDEIODNE_00161	CDS	504				hypothetical protein
KDEIODNE_00162	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
KDEIODNE_00163	CDS	381				hypothetical protein
KDEIODNE_00164	CDS	411				hypothetical protein
KDEIODNE_00165	CDS	927				hypothetical protein
KDEIODNE_00166	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
KDEIODNE_00167	CDS	843				hypothetical protein
KDEIODNE_00168	CDS	954		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
KDEIODNE_00169	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
KDEIODNE_00170	CDS	1521	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
KDEIODNE_00171	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
KDEIODNE_00172	CDS	969		1.3.1.103		2-haloacrylate reductase
KDEIODNE_00173	CDS	288				hypothetical protein
KDEIODNE_00174	CDS	1767				hypothetical protein
KDEIODNE_00175	CDS	1473				hypothetical protein
KDEIODNE_00176	CDS	225				putative PE-PGRS family protein PE_PGRS24
KDEIODNE_00177	CDS	831				hypothetical protein
KDEIODNE_00178	CDS	1212	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
KDEIODNE_00179	CDS	1101	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
KDEIODNE_00180	CDS	333				hypothetical protein
KDEIODNE_00181	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
KDEIODNE_00182	CDS	645	kstR2_1			HTH-type transcriptional repressor KstR2
KDEIODNE_00183	CDS	1407	PE3_1			PE family protein PE3
KDEIODNE_00184	CDS	1566	PE3_2			PE family protein PE3
KDEIODNE_00185	CDS	1374		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
KDEIODNE_00186	CDS	1119	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
KDEIODNE_00187	CDS	456				hypothetical protein
KDEIODNE_00188	CDS	441				hypothetical protein
KDEIODNE_00189	CDS	795				hypothetical protein
KDEIODNE_00190	CDS	1665		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
KDEIODNE_00191	CDS	1593				hypothetical protein
KDEIODNE_00192	CDS	1173	lprN_1			Lipoprotein LprN
KDEIODNE_00193	CDS	1548				hypothetical protein
KDEIODNE_00194	CDS	447				hypothetical protein
KDEIODNE_00195	CDS	969				hypothetical protein
KDEIODNE_00196	CDS	555				hypothetical protein
KDEIODNE_00197	CDS	903				hypothetical protein
KDEIODNE_00198	CDS	1110				hypothetical protein
KDEIODNE_00199	CDS	1359				hypothetical protein
KDEIODNE_00200	CDS	735		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
KDEIODNE_00201	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
KDEIODNE_00202	CDS	897		3.1.1.23	COG2267	Monoacylglycerol lipase
KDEIODNE_00203	CDS	750				hypothetical protein
KDEIODNE_00204	CDS	510				hypothetical protein
KDEIODNE_00205	CDS	2076	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
KDEIODNE_00206	CDS	147	mymT			Metallothionein
KDEIODNE_00207	CDS	657		2.1.1.6	COG4122	Catechol O-methyltransferase
KDEIODNE_00208	CDS	432				hypothetical protein
KDEIODNE_00209	CDS	1728	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
KDEIODNE_00210	CDS	291	ricR		COG1937	Copper-sensing transcriptional repressor RicR
KDEIODNE_00211	CDS	1242			COG2814	Chloramphenicol efflux pump
KDEIODNE_00212	CDS	1101		2.3.2.-	COG1376	L,D-transpeptidase 4
KDEIODNE_00213	CDS	1848				hypothetical protein
KDEIODNE_00214	CDS	120				hypothetical protein
KDEIODNE_00215	CDS	3585		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
KDEIODNE_00216	CDS	300				hypothetical protein
KDEIODNE_00217	CDS	768				hypothetical protein
KDEIODNE_00218	CDS	585			COG1309	putative HTH-type transcriptional regulator
KDEIODNE_00219	CDS	2289	napA	1.9.6.1		Periplasmic nitrate reductase
KDEIODNE_00220	CDS	2106	pepO	3.4.24.-	COG3590	Neutral endopeptidase
KDEIODNE_00221	CDS	660				hypothetical protein
KDEIODNE_00222	CDS	690				hypothetical protein
KDEIODNE_00223	CDS	504				hypothetical protein
KDEIODNE_00224	CDS	2898			COG2409	Heme uptake protein MmpL11
KDEIODNE_00225	CDS	411				Heme-binding protein
KDEIODNE_00226	CDS	1284				hypothetical protein
KDEIODNE_00227	CDS	1104			COG0628	Putative transport protein
KDEIODNE_00228	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
KDEIODNE_00229	CDS	735				hypothetical protein
KDEIODNE_00230	CDS	861	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
KDEIODNE_00231	CDS	1086				hypothetical protein
KDEIODNE_00232	CDS	1479				hypothetical protein
KDEIODNE_00233	CDS	405				hypothetical protein
KDEIODNE_00234	CDS	609				hypothetical protein
KDEIODNE_00235	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
KDEIODNE_00236	CDS	1434				hypothetical protein
KDEIODNE_00237	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
KDEIODNE_00238	CDS	1074	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
KDEIODNE_00239	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
KDEIODNE_00240	CDS	909	aes_1	3.1.1.-		Acetyl esterase
KDEIODNE_00241	CDS	1329				hypothetical protein
KDEIODNE_00242	CDS	549				hypothetical protein
KDEIODNE_00243	CDS	1212				hypothetical protein
KDEIODNE_00244	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
KDEIODNE_00245	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
KDEIODNE_00246	CDS	1341	geoB	1.2.1.86		Geranial dehydrogenase
KDEIODNE_00247	CDS	765		2.1.1.-		putative methyltransferase
KDEIODNE_00248	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KDEIODNE_00249	CDS	1731				hypothetical protein
KDEIODNE_00250	CDS	1266	porA			Porin PorA
KDEIODNE_00251	CDS	1299				hypothetical protein
KDEIODNE_00252	CDS	282				hypothetical protein
KDEIODNE_00253	CDS	195				Putative antitoxin VapB51
KDEIODNE_00254	CDS	981	php		COG1735	Phosphotriesterase homology protein
KDEIODNE_00255	CDS	1707				hypothetical protein
KDEIODNE_00256	CDS	690				hypothetical protein
KDEIODNE_00257	CDS	183				hypothetical protein
KDEIODNE_00258	CDS	480				hypothetical protein
KDEIODNE_00259	CDS	1449				hypothetical protein
KDEIODNE_00260	CDS	4203	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
KDEIODNE_00261	CDS	174				Putative secreted protein.1
KDEIODNE_00262	CDS	1167	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
KDEIODNE_00263	CDS	660				hypothetical protein
KDEIODNE_00264	CDS	234				hypothetical protein
KDEIODNE_00265	CDS	438		3.1.-.-	COG1848	Ribonuclease VapC24
KDEIODNE_00266	CDS	843				hypothetical protein
KDEIODNE_00267	CDS	1365	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
KDEIODNE_00268	CDS	1323	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
KDEIODNE_00269	CDS	1836		1.3.8.1	COG1960	Butyryl-CoA dehydrogenase
KDEIODNE_00270	CDS	489		1.5.1.37		Flavin reductase
KDEIODNE_00271	CDS	1350				hypothetical protein
KDEIODNE_00272	CDS	747	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
KDEIODNE_00273	CDS	1941	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
KDEIODNE_00274	CDS	822				hypothetical protein
KDEIODNE_00275	CDS	294				putative protein
KDEIODNE_00276	CDS	480				hypothetical protein
KDEIODNE_00277	CDS	2616	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
KDEIODNE_00278	CDS	357	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
KDEIODNE_00279	CDS	525	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
KDEIODNE_00280	CDS	2577	cobQ			Cobyric acid synthase
KDEIODNE_00281	CDS	456				hypothetical protein
KDEIODNE_00282	CDS	744				hypothetical protein
KDEIODNE_00283	CDS	1146				hypothetical protein
KDEIODNE_00284	CDS	1410	narK_1		COG2223	Nitrate/nitrite transporter NarK
KDEIODNE_00285	CDS	546	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
KDEIODNE_00286	CDS	903	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
KDEIODNE_00287	CDS	654	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
KDEIODNE_00288	CDS	993				hypothetical protein
KDEIODNE_00289	CDS	3630				hypothetical protein
KDEIODNE_00290	CDS	1560	narK_2		COG2223	Nitrate/nitrite transporter NarK
KDEIODNE_00291	CDS	258				hypothetical protein
KDEIODNE_00292	CDS	126				hypothetical protein
KDEIODNE_00293	CDS	1194				hypothetical protein
KDEIODNE_00294	CDS	1740	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KDEIODNE_00295	CDS	2361		1.3.99.-		Acyl-CoA dehydrogenase FadE34
KDEIODNE_00296	CDS	1134				hypothetical protein
KDEIODNE_00297	CDS	621				hypothetical protein
KDEIODNE_00298	CDS	582				hypothetical protein
KDEIODNE_00299	CDS	735				hypothetical protein
KDEIODNE_00300	CDS	921			COG3662	putative protein
KDEIODNE_00301	CDS	129				hypothetical protein
KDEIODNE_00302	CDS	945	PPE3		COG5651	putative PPE family protein PPE3
KDEIODNE_00303	CDS	1149				hypothetical protein
KDEIODNE_00304	CDS	1896	eccA3		COG0464	ESX-3 secretion system protein EccA3
KDEIODNE_00305	CDS	1617	eccB3_1	3.6.-.-		ESX-3 secretion system ATPase EccB3
KDEIODNE_00306	CDS	261				hypothetical protein
KDEIODNE_00307	CDS	387				hypothetical protein
KDEIODNE_00308	CDS	393				hypothetical protein
KDEIODNE_00309	CDS	219				hypothetical protein
KDEIODNE_00310	CDS	240				hypothetical protein
KDEIODNE_00311	CDS	480				hypothetical protein
KDEIODNE_00312	CDS	438				hypothetical protein
KDEIODNE_00313	CDS	1011	PPE4_1		COG5651	PPE family protein PPE4
KDEIODNE_00314	CDS	294	esxG			ESAT-6-like protein EsxG
KDEIODNE_00315	CDS	291	esxH		COG4842	ESAT-6-like protein EsxH
KDEIODNE_00316	CDS	888	espG3			ESX-3 secretion-associated protein EspG3
KDEIODNE_00317	CDS	1419	eccD3			ESX-3 secretion system protein EccD3
KDEIODNE_00318	CDS	1386	mycP3	3.4.21.-	COG1404	Mycosin-3
KDEIODNE_00319	CDS	996	eccE3			ESX-3 secretion system protein EccE3
KDEIODNE_00320	CDS	1212				hypothetical protein
KDEIODNE_00321	CDS	786	tam_1	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
KDEIODNE_00322	CDS	804	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
KDEIODNE_00323	CDS	1398		3.1.6.-		Ulvan-active sulfatase
KDEIODNE_00324	CDS	207				hypothetical protein
KDEIODNE_00325	CDS	255				hypothetical protein
KDEIODNE_00326	CDS	228				Antitoxin
KDEIODNE_00327	CDS	303				Toxin
KDEIODNE_00328	CDS	222	vapB2			Antitoxin VapB2
KDEIODNE_00329	CDS	426	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
KDEIODNE_00330	CDS	633				hypothetical protein
KDEIODNE_00331	CDS	909				hypothetical protein
KDEIODNE_00332	CDS	177				hypothetical protein
KDEIODNE_00333	CDS	294				hypothetical protein
KDEIODNE_00334	CDS	156				hypothetical protein
KDEIODNE_00335	CDS	726	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
KDEIODNE_00336	CDS	483				hypothetical protein
KDEIODNE_00337	CDS	717				hypothetical protein
KDEIODNE_00338	CDS	711				hypothetical protein
KDEIODNE_00339	CDS	492	baiE	4.2.1.106		Bile acid 7-alpha dehydratase
KDEIODNE_00340	CDS	1230				hypothetical protein
KDEIODNE_00341	CDS	1863				hypothetical protein
KDEIODNE_00342	CDS	387				putative protein
KDEIODNE_00343	CDS	663				hypothetical protein
KDEIODNE_00344	CDS	855				hypothetical protein
KDEIODNE_00345	CDS	615				hypothetical protein
KDEIODNE_00346	CDS	738	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
KDEIODNE_00347	CDS	150				hypothetical protein
KDEIODNE_00348	tRNA	73				tRNA-Gly(ccc)
KDEIODNE_00349	CDS	777				hypothetical protein
KDEIODNE_00350	CDS	669	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
KDEIODNE_00351	CDS	588				hypothetical protein
KDEIODNE_00352	CDS	573	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
KDEIODNE_00353	CDS	1656	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
KDEIODNE_00354	CDS	363				hypothetical protein
KDEIODNE_00355	CDS	681				hypothetical protein
KDEIODNE_00356	CDS	225				hypothetical protein
KDEIODNE_00357	CDS	456				hypothetical protein
KDEIODNE_00358	CDS	1350		1.14.-.-	COG2124	Putative cytochrome P450 135A1
KDEIODNE_00359	CDS	603	betI_1			HTH-type transcriptional regulator BetI
KDEIODNE_00360	CDS	627				hypothetical protein
KDEIODNE_00361	CDS	741				hypothetical protein
KDEIODNE_00362	CDS	1167				hypothetical protein
KDEIODNE_00363	CDS	786				hypothetical protein
KDEIODNE_00364	CDS	435				hypothetical protein
KDEIODNE_00365	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
KDEIODNE_00366	CDS	612				hypothetical protein
KDEIODNE_00367	CDS	1290	aspC_1	2.6.1.1	COG0436	putative aspartate aminotransferase
KDEIODNE_00368	CDS	2649				hypothetical protein
KDEIODNE_00369	CDS	2499				hypothetical protein
KDEIODNE_00370	CDS	540				hypothetical protein
KDEIODNE_00371	CDS	1440	iniB			Isoniazid-induced protein IniB
KDEIODNE_00372	CDS	1923	iniA		COG0699	Isoniazid-induced protein IniA
KDEIODNE_00373	CDS	1482	iniC		COG0699	Isoniazid-induced protein IniC
KDEIODNE_00374	CDS	654				hypothetical protein
KDEIODNE_00375	CDS	417				hypothetical protein
KDEIODNE_00376	CDS	1464	ansP2		COG1113	L-asparagine permease 2
KDEIODNE_00377	CDS	813				hypothetical protein
KDEIODNE_00378	CDS	654				hypothetical protein
KDEIODNE_00379	CDS	660				hypothetical protein
KDEIODNE_00380	CDS	1878	dnaK_1		COG0443	Chaperone protein DnaK
KDEIODNE_00381	CDS	708	grpE		COG0576	Protein GrpE
KDEIODNE_00382	CDS	1188	dnaJ1		COG0484	Chaperone protein DnaJ 1
KDEIODNE_00383	CDS	105				hypothetical protein
KDEIODNE_00384	CDS	426				hypothetical protein
KDEIODNE_00385	CDS	453				hypothetical protein
KDEIODNE_00386	CDS	279				hypothetical protein
KDEIODNE_00387	CDS	513				hypothetical protein
KDEIODNE_00388	CDS	207				hypothetical protein
KDEIODNE_00389	CDS	372				hypothetical protein
KDEIODNE_00390	CDS	138				hypothetical protein
KDEIODNE_00391	CDS	645				hypothetical protein
KDEIODNE_00392	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
KDEIODNE_00393	CDS	648				hypothetical protein
KDEIODNE_00394	CDS	780	rip2		COG1994	Putative zinc metalloprotease Rip2
KDEIODNE_00395	CDS	438				hypothetical protein
KDEIODNE_00396	CDS	1053				hypothetical protein
KDEIODNE_00397	CDS	1383			COG2239	Magnesium transporter MgtE
KDEIODNE_00398	CDS	1035	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
KDEIODNE_00399	CDS	684			COG0586	putative membrane protein
KDEIODNE_00400	CDS	1131				hypothetical protein
KDEIODNE_00401	CDS	594				hypothetical protein
KDEIODNE_00402	CDS	390				hypothetical protein
KDEIODNE_00403	CDS	1266				hypothetical protein
KDEIODNE_00404	CDS	603				hypothetical protein
