locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAEKAFIA_00134	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
OAEKAFIA_00135	CDS	654	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
OAEKAFIA_00136	CDS	1161	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
OAEKAFIA_00137	CDS	189				hypothetical protein
OAEKAFIA_00138	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
OAEKAFIA_00139	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
OAEKAFIA_00140	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
OAEKAFIA_00141	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
OAEKAFIA_00142	CDS	2145			COG0480	Elongation factor G-like protein
OAEKAFIA_00143	CDS	435				hypothetical protein
OAEKAFIA_00144	CDS	183				hypothetical protein
OAEKAFIA_00145	CDS	369				hypothetical protein
OAEKAFIA_00146	CDS	276				hypothetical protein
OAEKAFIA_00147	CDS	531				hypothetical protein
OAEKAFIA_00148	CDS	1068				hypothetical protein
OAEKAFIA_00149	CDS	210				hypothetical protein
OAEKAFIA_00150	CDS	672				hypothetical protein
OAEKAFIA_00151	CDS	1179	mak	2.7.1.175		Maltokinase
OAEKAFIA_00152	CDS	780				hypothetical protein
OAEKAFIA_00153	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
OAEKAFIA_00154	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
OAEKAFIA_00155	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
OAEKAFIA_00156	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
OAEKAFIA_00157	CDS	606				hypothetical protein
OAEKAFIA_00158	CDS	903		3.3.2.10		Soluble epoxide hydrolase
OAEKAFIA_00159	CDS	606				hypothetical protein
OAEKAFIA_00160	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
OAEKAFIA_00161	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
OAEKAFIA_00162	CDS	504				hypothetical protein
OAEKAFIA_00163	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
OAEKAFIA_00164	CDS	366				hypothetical protein
OAEKAFIA_00165	CDS	411				hypothetical protein
OAEKAFIA_00166	CDS	927				hypothetical protein
OAEKAFIA_00167	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
OAEKAFIA_00168	CDS	843				hypothetical protein
OAEKAFIA_00169	CDS	954		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
OAEKAFIA_00170	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
OAEKAFIA_00171	CDS	1521	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
OAEKAFIA_00172	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
OAEKAFIA_00173	CDS	969		1.3.1.103		2-haloacrylate reductase
OAEKAFIA_00174	CDS	288				hypothetical protein
OAEKAFIA_00175	CDS	1767				hypothetical protein
OAEKAFIA_00176	CDS	1473				hypothetical protein
OAEKAFIA_00177	CDS	225	lipY_1	3.1.1.3		Triacylglycerol lipase
OAEKAFIA_00178	CDS	831				hypothetical protein
OAEKAFIA_00179	CDS	1212	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
OAEKAFIA_00180	CDS	1101	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
OAEKAFIA_00181	CDS	333				hypothetical protein
OAEKAFIA_00182	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
OAEKAFIA_00183	CDS	126				hypothetical protein
OAEKAFIA_00184	CDS	645	kstR2_1			HTH-type transcriptional repressor KstR2
OAEKAFIA_00185	CDS	1407	PE3_1			PE family protein PE3
OAEKAFIA_00186	CDS	1566	PE3_2			PE family protein PE3
OAEKAFIA_00187	CDS	1350		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
OAEKAFIA_00188	CDS	1119	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
OAEKAFIA_00189	CDS	456				hypothetical protein
OAEKAFIA_00190	CDS	441				hypothetical protein
OAEKAFIA_00191	CDS	831				hypothetical protein
OAEKAFIA_00192	CDS	1665		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
OAEKAFIA_00193	CDS	1593				hypothetical protein
OAEKAFIA_00194	CDS	1173	lprN_1			Lipoprotein LprN
OAEKAFIA_00195	CDS	1548				hypothetical protein
OAEKAFIA_00196	CDS	492				hypothetical protein
OAEKAFIA_00197	CDS	969				hypothetical protein
OAEKAFIA_00198	CDS	555				hypothetical protein
OAEKAFIA_00199	CDS	735				hypothetical protein
OAEKAFIA_00200	CDS	1110				hypothetical protein
OAEKAFIA_00201	CDS	1359				hypothetical protein
OAEKAFIA_00202	CDS	603		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
OAEKAFIA_00203	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
OAEKAFIA_00204	CDS	897		3.1.1.23	COG2267	Monoacylglycerol lipase
OAEKAFIA_00205	CDS	750				hypothetical protein
OAEKAFIA_00206	CDS	510				hypothetical protein
OAEKAFIA_00207	CDS	2076	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
OAEKAFIA_00208	CDS	147	mymT			Metallothionein
OAEKAFIA_00209	CDS	657		2.1.1.6	COG4122	Catechol O-methyltransferase
OAEKAFIA_00210	CDS	432				hypothetical protein
OAEKAFIA_00211	CDS	1926	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
OAEKAFIA_00212	CDS	291	ricR		COG1937	Copper-sensing transcriptional repressor RicR
OAEKAFIA_00213	CDS	1242			COG2814	Chloramphenicol efflux pump
OAEKAFIA_00214	CDS	1101		2.3.2.-	COG1376	L,D-transpeptidase 4
OAEKAFIA_00215	CDS	1848				hypothetical protein
OAEKAFIA_00216	CDS	120				hypothetical protein
OAEKAFIA_00217	CDS	3585		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
OAEKAFIA_00218	CDS	300				hypothetical protein
OAEKAFIA_00219	CDS	768				hypothetical protein
OAEKAFIA_00220	CDS	585			COG1309	putative HTH-type transcriptional regulator
OAEKAFIA_00221	CDS	2289	napA	1.9.6.1		Periplasmic nitrate reductase
OAEKAFIA_00222	CDS	2106	pepO	3.4.24.-	COG3590	Neutral endopeptidase
OAEKAFIA_00223	CDS	660				hypothetical protein
OAEKAFIA_00224	CDS	690				hypothetical protein
OAEKAFIA_00225	CDS	504				hypothetical protein
OAEKAFIA_00226	CDS	2898			COG2409	Heme uptake protein MmpL11
OAEKAFIA_00227	CDS	411				Heme-binding protein
OAEKAFIA_00228	CDS	1284				hypothetical protein
OAEKAFIA_00229	CDS	1104			COG0628	Putative transport protein
OAEKAFIA_00230	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
OAEKAFIA_00231	CDS	735				hypothetical protein
OAEKAFIA_00232	CDS	834	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
OAEKAFIA_00233	CDS	1086				hypothetical protein
OAEKAFIA_00234	CDS	1479				hypothetical protein
OAEKAFIA_00235	CDS	405				hypothetical protein
OAEKAFIA_00236	CDS	609				hypothetical protein
OAEKAFIA_00237	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
OAEKAFIA_00238	CDS	1434				hypothetical protein
OAEKAFIA_00239	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
OAEKAFIA_00240	CDS	1074	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
OAEKAFIA_00241	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
OAEKAFIA_00242	CDS	909	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
OAEKAFIA_00243	CDS	1329				hypothetical protein
OAEKAFIA_00244	CDS	549				hypothetical protein
OAEKAFIA_00245	CDS	1212				hypothetical protein
OAEKAFIA_00246	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
OAEKAFIA_00247	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
OAEKAFIA_00248	CDS	1341	geoB	1.2.1.86		Geranial dehydrogenase
OAEKAFIA_00249	CDS	765		2.1.1.-		putative methyltransferase
OAEKAFIA_00250	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OAEKAFIA_00251	CDS	1731				hypothetical protein
OAEKAFIA_00252	CDS	1266	porA			Porin PorA
OAEKAFIA_00253	CDS	1299				hypothetical protein
OAEKAFIA_00254	CDS	414		3.1.-.-	COG1487	Ribonuclease VapC51
OAEKAFIA_00255	CDS	195				Putative antitoxin VapB51
OAEKAFIA_00256	CDS	981	php		COG1735	Phosphotriesterase homology protein
OAEKAFIA_00257	CDS	1707				hypothetical protein
OAEKAFIA_00258	CDS	690				hypothetical protein
OAEKAFIA_00259	CDS	165				hypothetical protein
OAEKAFIA_00260	CDS	183				hypothetical protein
OAEKAFIA_00261	CDS	480				hypothetical protein
OAEKAFIA_00262	CDS	1449				hypothetical protein
OAEKAFIA_00263	CDS	4203	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
OAEKAFIA_00264	CDS	201				Putative secreted protein.1
OAEKAFIA_00265	CDS	1167	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
OAEKAFIA_00266	CDS	660				hypothetical protein
OAEKAFIA_00267	CDS	234				hypothetical protein
OAEKAFIA_00268	CDS	438		3.1.-.-	COG1848	Ribonuclease VapC24
OAEKAFIA_00269	CDS	843				hypothetical protein
OAEKAFIA_00270	CDS	1365	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
OAEKAFIA_00271	CDS	1323	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
OAEKAFIA_00272	CDS	1836		1.3.8.1	COG1960	Butyryl-CoA dehydrogenase
OAEKAFIA_00273	CDS	489		1.5.1.37		Flavin reductase
OAEKAFIA_00274	CDS	1350				hypothetical protein
OAEKAFIA_00275	CDS	747	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
OAEKAFIA_00276	CDS	1941	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
OAEKAFIA_00277	CDS	822				hypothetical protein
OAEKAFIA_00278	CDS	294				putative protein
OAEKAFIA_00279	CDS	480				hypothetical protein
OAEKAFIA_00280	CDS	2511	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
OAEKAFIA_00281	CDS	357	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
OAEKAFIA_00282	CDS	525	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
OAEKAFIA_00283	CDS	2577	cobQ			Cobyric acid synthase
OAEKAFIA_00284	CDS	456				hypothetical protein
OAEKAFIA_00285	CDS	744				hypothetical protein
OAEKAFIA_00286	CDS	1146				hypothetical protein
OAEKAFIA_00287	CDS	1410	narK_1		COG2223	Nitrate/nitrite transporter NarK
OAEKAFIA_00288	CDS	546	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
OAEKAFIA_00289	CDS	903	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
OAEKAFIA_00290	CDS	654	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
OAEKAFIA_00291	CDS	993				hypothetical protein
OAEKAFIA_00292	CDS	3630				hypothetical protein
OAEKAFIA_00293	CDS	1392	narK_2		COG2223	Nitrate/nitrite transporter NarK
OAEKAFIA_00294	CDS	282				hypothetical protein
OAEKAFIA_00295	CDS	126				hypothetical protein
OAEKAFIA_00296	CDS	1194				hypothetical protein
OAEKAFIA_00297	CDS	1683	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OAEKAFIA_00298	CDS	2196		1.3.99.-		Acyl-CoA dehydrogenase FadE34
OAEKAFIA_00299	CDS	1134				hypothetical protein
OAEKAFIA_00300	CDS	621				hypothetical protein
OAEKAFIA_00301	CDS	582				hypothetical protein
OAEKAFIA_00302	CDS	735				hypothetical protein
OAEKAFIA_00303	CDS	921			COG3662	putative protein
OAEKAFIA_00304	CDS	129				hypothetical protein
OAEKAFIA_00305	CDS	945	PPE3		COG5651	putative PPE family protein PPE3
OAEKAFIA_00306	CDS	909		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
OAEKAFIA_00307	CDS	1896	eccA3		COG0464	ESX-3 secretion system protein EccA3
OAEKAFIA_00308	CDS	1617	eccB3_1	3.6.-.-		ESX-3 secretion system ATPase EccB3
OAEKAFIA_00309	CDS	261				hypothetical protein
OAEKAFIA_00310	CDS	387				hypothetical protein
OAEKAFIA_00311	CDS	393				hypothetical protein
OAEKAFIA_00312	CDS	219				hypothetical protein
OAEKAFIA_00313	CDS	240				hypothetical protein
OAEKAFIA_00314	CDS	480				hypothetical protein
OAEKAFIA_00315	CDS	438				hypothetical protein
OAEKAFIA_00316	CDS	1011	PPE4_1		COG5651	PPE family protein PPE4
OAEKAFIA_00317	CDS	294	esxG			ESAT-6-like protein EsxG
OAEKAFIA_00318	CDS	291	esxH		COG4842	ESAT-6-like protein EsxH
OAEKAFIA_00319	CDS	888	espG3			ESX-3 secretion-associated protein EspG3
OAEKAFIA_00320	CDS	1419	eccD3			ESX-3 secretion system protein EccD3
OAEKAFIA_00321	CDS	1386	mycP3	3.4.21.-	COG1404	Mycosin-3
OAEKAFIA_00322	CDS	996	eccE3			ESX-3 secretion system protein EccE3
OAEKAFIA_00323	CDS	1212				hypothetical protein
OAEKAFIA_00324	CDS	786	tam	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
OAEKAFIA_00325	CDS	804	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
OAEKAFIA_00326	CDS	1398		3.1.6.-		Ulvan-active sulfatase
OAEKAFIA_00327	CDS	207				hypothetical protein
OAEKAFIA_00328	CDS	255				hypothetical protein
OAEKAFIA_00329	CDS	228				Antitoxin
OAEKAFIA_00330	CDS	303				Toxin
OAEKAFIA_00331	CDS	222	vapB2			Antitoxin VapB2
OAEKAFIA_00332	CDS	426	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
OAEKAFIA_00333	CDS	633				hypothetical protein
OAEKAFIA_00334	CDS	909				hypothetical protein
OAEKAFIA_00335	CDS	177				hypothetical protein
OAEKAFIA_00336	CDS	294				hypothetical protein
OAEKAFIA_00337	CDS	156				hypothetical protein
OAEKAFIA_00338	CDS	726	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
OAEKAFIA_00339	CDS	483				hypothetical protein
OAEKAFIA_00340	CDS	717				hypothetical protein
OAEKAFIA_00341	CDS	711				hypothetical protein
OAEKAFIA_00342	CDS	492	baiE	4.2.1.106		Bile acid 7-alpha dehydratase
OAEKAFIA_00343	CDS	1230				hypothetical protein
OAEKAFIA_00344	CDS	1863	dnaK_1			Chaperone protein DnaK
OAEKAFIA_00345	CDS	387				putative protein
OAEKAFIA_00346	CDS	663				hypothetical protein
OAEKAFIA_00347	CDS	855				hypothetical protein
OAEKAFIA_00348	CDS	615				hypothetical protein
OAEKAFIA_00349	CDS	738	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
OAEKAFIA_00350	CDS	150				hypothetical protein
OAEKAFIA_00351	tRNA	73				tRNA-Gly(ccc)
OAEKAFIA_00352	CDS	777				hypothetical protein
OAEKAFIA_00353	CDS	669	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
OAEKAFIA_00354	CDS	588				hypothetical protein
OAEKAFIA_00355	CDS	573	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
OAEKAFIA_00356	CDS	1656	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
OAEKAFIA_00357	CDS	363				hypothetical protein
OAEKAFIA_00358	CDS	681				hypothetical protein
OAEKAFIA_00359	CDS	225				hypothetical protein
OAEKAFIA_00360	CDS	456				hypothetical protein
OAEKAFIA_00361	CDS	1350		1.14.-.-	COG2124	Putative cytochrome P450 135A1
OAEKAFIA_00362	CDS	603	betI_1			HTH-type transcriptional regulator BetI
OAEKAFIA_00363	CDS	627				hypothetical protein
OAEKAFIA_00364	CDS	741				hypothetical protein
OAEKAFIA_00365	CDS	1167				hypothetical protein
OAEKAFIA_00366	CDS	786				hypothetical protein
OAEKAFIA_00367	CDS	435				hypothetical protein
OAEKAFIA_00368	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
OAEKAFIA_00369	CDS	612				hypothetical protein
OAEKAFIA_00370	CDS	1290	aspC_1	2.6.1.1	COG0436	putative aspartate aminotransferase
OAEKAFIA_00371	CDS	2649				hypothetical protein
OAEKAFIA_00372	CDS	2499				hypothetical protein
OAEKAFIA_00373	CDS	540				hypothetical protein
OAEKAFIA_00374	CDS	1440	iniB			Isoniazid-induced protein IniB
OAEKAFIA_00375	CDS	1923	iniA		COG0699	Isoniazid-induced protein IniA
OAEKAFIA_00376	CDS	1482	iniC		COG0699	Isoniazid-induced protein IniC
OAEKAFIA_00377	CDS	654				hypothetical protein
OAEKAFIA_00378	CDS	417				hypothetical protein
OAEKAFIA_00379	CDS	1464	ansP2		COG1113	L-asparagine permease 2
OAEKAFIA_00380	CDS	987				hypothetical protein
OAEKAFIA_00381	CDS	654				hypothetical protein
OAEKAFIA_00382	CDS	660				hypothetical protein
OAEKAFIA_00383	CDS	1878	dnaK_2		COG0443	Chaperone protein DnaK
OAEKAFIA_00384	CDS	708	grpE		COG0576	Protein GrpE
OAEKAFIA_00385	CDS	1188	dnaJ1		COG0484	Chaperone protein DnaJ 1
OAEKAFIA_00386	CDS	105				hypothetical protein
OAEKAFIA_00387	CDS	426				hypothetical protein
