locus_tag	ftype	length_bp	gene	EC_number	COG	product
ENPDDFCA_00089	CDS	858				Dormancy associated translation inhibitor
ENPDDFCA_00090	CDS	459				putative protein
ENPDDFCA_00091	CDS	345			COG0640	putative HTH-type transcriptional regulator
ENPDDFCA_00092	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
ENPDDFCA_00093	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
ENPDDFCA_00094	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
ENPDDFCA_00095	CDS	663				hypothetical protein
ENPDDFCA_00096	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
ENPDDFCA_00097	CDS	1476	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
ENPDDFCA_00098	CDS	693				putative protein
ENPDDFCA_00099	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
ENPDDFCA_00100	CDS	771			COG3305	putative protein
ENPDDFCA_00101	CDS	195				hypothetical protein
ENPDDFCA_00102	CDS	768	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
ENPDDFCA_00103	CDS	576				hypothetical protein
ENPDDFCA_00104	CDS	405				hypothetical protein
ENPDDFCA_00105	CDS	711			COG5660	putative protein
ENPDDFCA_00106	CDS	1392				hypothetical protein
ENPDDFCA_00107	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
ENPDDFCA_00108	CDS	552				putative protein
ENPDDFCA_00109	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
ENPDDFCA_00110	CDS	249				putative protein
ENPDDFCA_00111	CDS	486				hypothetical protein
ENPDDFCA_00112	CDS	552				hypothetical protein
ENPDDFCA_00113	CDS	876				hypothetical protein
ENPDDFCA_00114	CDS	732				hypothetical protein
ENPDDFCA_00115	CDS	258				hypothetical protein
ENPDDFCA_00116	CDS	90				hypothetical protein
ENPDDFCA_00117	CDS	327				hypothetical protein
ENPDDFCA_00118	CDS	420	car_1	1.2.1.-	COG1022	Carboxylic acid reductase
ENPDDFCA_00119	CDS	1986			COG3336	putative protein
ENPDDFCA_00120	CDS	225				hypothetical protein
ENPDDFCA_00121	CDS	222				hypothetical protein
ENPDDFCA_00122	CDS	669				hypothetical protein
ENPDDFCA_00123	CDS	1515				hypothetical protein
ENPDDFCA_00124	CDS	285				hypothetical protein
ENPDDFCA_00125	CDS	1197			COG0523	putative protein
ENPDDFCA_00126	CDS	4899	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
ENPDDFCA_00127	CDS	273				hypothetical protein
ENPDDFCA_00128	CDS	1602				hypothetical protein
ENPDDFCA_00129	CDS	855	glpG	3.4.21.105		Rhomboid protease GlpG
ENPDDFCA_00130	CDS	2058				hypothetical protein
ENPDDFCA_00131	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
ENPDDFCA_00132	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
ENPDDFCA_00133	CDS	654	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
ENPDDFCA_00134	CDS	1161	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
ENPDDFCA_00135	CDS	189				hypothetical protein
ENPDDFCA_00136	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
ENPDDFCA_00137	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
ENPDDFCA_00138	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
ENPDDFCA_00139	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
ENPDDFCA_00140	CDS	2145			COG0480	Elongation factor G-like protein
ENPDDFCA_00141	CDS	435				hypothetical protein
ENPDDFCA_00142	CDS	183				hypothetical protein
ENPDDFCA_00143	CDS	369				hypothetical protein
ENPDDFCA_00144	CDS	276				hypothetical protein
ENPDDFCA_00145	CDS	531				hypothetical protein
ENPDDFCA_00146	CDS	1068				hypothetical protein
ENPDDFCA_00147	CDS	210				hypothetical protein
ENPDDFCA_00148	CDS	672				hypothetical protein
ENPDDFCA_00149	CDS	1179	mak	2.7.1.175	COG3281	Maltokinase
ENPDDFCA_00150	CDS	780				hypothetical protein
ENPDDFCA_00151	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
ENPDDFCA_00152	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
ENPDDFCA_00153	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
ENPDDFCA_00154	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
ENPDDFCA_00155	CDS	606				hypothetical protein
ENPDDFCA_00156	CDS	903		3.3.2.10		Soluble epoxide hydrolase
ENPDDFCA_00157	CDS	606				hypothetical protein
ENPDDFCA_00158	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
ENPDDFCA_00159	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
ENPDDFCA_00160	CDS	504				hypothetical protein
ENPDDFCA_00161	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
ENPDDFCA_00162	CDS	381				hypothetical protein
ENPDDFCA_00163	CDS	411				hypothetical protein
ENPDDFCA_00164	CDS	927				hypothetical protein
ENPDDFCA_00165	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
ENPDDFCA_00166	CDS	843				hypothetical protein
ENPDDFCA_00167	CDS	366		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
ENPDDFCA_00168	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
ENPDDFCA_00169	CDS	1521	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
ENPDDFCA_00170	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
ENPDDFCA_00171	CDS	969		1.3.1.103		2-haloacrylate reductase
ENPDDFCA_00172	CDS	288				hypothetical protein
ENPDDFCA_00173	CDS	1767				hypothetical protein
ENPDDFCA_00174	CDS	1473				hypothetical protein
ENPDDFCA_00175	CDS	225				putative PE-PGRS family protein PE_PGRS24
ENPDDFCA_00176	CDS	831				hypothetical protein
ENPDDFCA_00177	CDS	1212	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
ENPDDFCA_00178	CDS	1101	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
ENPDDFCA_00179	CDS	333				hypothetical protein
ENPDDFCA_00180	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
ENPDDFCA_00181	CDS	126				hypothetical protein
ENPDDFCA_00182	CDS	645	kstR2_1			HTH-type transcriptional repressor KstR2
ENPDDFCA_00183	CDS	1407	PE3_1			PE family protein PE3
ENPDDFCA_00184	CDS	1566	PE3_2			PE family protein PE3
ENPDDFCA_00185	CDS	1374		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
ENPDDFCA_00186	CDS	1119	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
ENPDDFCA_00187	CDS	456				hypothetical protein
ENPDDFCA_00188	CDS	441				hypothetical protein
ENPDDFCA_00189	CDS	795				hypothetical protein
ENPDDFCA_00190	CDS	1665		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
ENPDDFCA_00191	CDS	1593				hypothetical protein
ENPDDFCA_00192	CDS	1173	lprN_1			Lipoprotein LprN
ENPDDFCA_00193	CDS	1548				hypothetical protein
ENPDDFCA_00194	CDS	492				hypothetical protein
ENPDDFCA_00195	CDS	969				hypothetical protein
ENPDDFCA_00196	CDS	555				hypothetical protein
ENPDDFCA_00197	CDS	735				hypothetical protein
ENPDDFCA_00198	CDS	1110				hypothetical protein
ENPDDFCA_00199	CDS	1359				hypothetical protein
ENPDDFCA_00200	CDS	735		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
ENPDDFCA_00201	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
ENPDDFCA_00202	CDS	897		3.1.1.23	COG2267	Monoacylglycerol lipase
ENPDDFCA_00203	CDS	750				hypothetical protein
ENPDDFCA_00204	CDS	510				hypothetical protein
ENPDDFCA_00205	CDS	2076	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
ENPDDFCA_00206	CDS	147	mymT			Metallothionein
ENPDDFCA_00207	CDS	657		2.1.1.6	COG4122	Catechol O-methyltransferase
ENPDDFCA_00208	CDS	432				hypothetical protein
ENPDDFCA_00209	CDS	1728	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
ENPDDFCA_00210	CDS	291	ricR		COG1937	Copper-sensing transcriptional repressor RicR
ENPDDFCA_00211	CDS	1242			COG2814	Chloramphenicol efflux pump
ENPDDFCA_00212	CDS	1101		2.3.2.-	COG1376	L,D-transpeptidase 4
ENPDDFCA_00213	CDS	1848				hypothetical protein
ENPDDFCA_00214	CDS	120				hypothetical protein
ENPDDFCA_00215	CDS	3585		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
ENPDDFCA_00216	CDS	300				hypothetical protein
ENPDDFCA_00217	CDS	768				hypothetical protein
ENPDDFCA_00218	CDS	585			COG1309	putative HTH-type transcriptional regulator
ENPDDFCA_00219	CDS	2247	napA	1.9.6.1		Periplasmic nitrate reductase
ENPDDFCA_00220	CDS	1992	pepO	3.4.24.-	COG3590	Neutral endopeptidase
ENPDDFCA_00221	CDS	660				hypothetical protein
ENPDDFCA_00222	CDS	690				hypothetical protein
ENPDDFCA_00223	CDS	504				hypothetical protein
ENPDDFCA_00224	CDS	2898			COG2409	Heme uptake protein MmpL11
ENPDDFCA_00225	CDS	411				Heme-binding protein
ENPDDFCA_00226	CDS	1284				hypothetical protein
ENPDDFCA_00227	CDS	1104			COG0628	Putative transport protein
ENPDDFCA_00228	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
ENPDDFCA_00229	CDS	735				hypothetical protein
ENPDDFCA_00230	CDS	861	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
ENPDDFCA_00231	CDS	1086				hypothetical protein
ENPDDFCA_00232	CDS	1479				hypothetical protein
ENPDDFCA_00233	CDS	405				hypothetical protein
ENPDDFCA_00234	CDS	609				hypothetical protein
ENPDDFCA_00235	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
ENPDDFCA_00236	CDS	1434				hypothetical protein
ENPDDFCA_00237	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
ENPDDFCA_00238	CDS	1074	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
ENPDDFCA_00239	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
ENPDDFCA_00240	CDS	909	aes_1	3.1.1.-		Acetyl esterase
ENPDDFCA_00241	CDS	1329				hypothetical protein
ENPDDFCA_00242	CDS	549				hypothetical protein
ENPDDFCA_00243	CDS	1212				hypothetical protein
ENPDDFCA_00244	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
ENPDDFCA_00245	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
ENPDDFCA_00246	CDS	1341	geoB	1.2.1.86		Geranial dehydrogenase
ENPDDFCA_00247	CDS	765		2.1.1.-		putative methyltransferase
ENPDDFCA_00248	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
ENPDDFCA_00249	CDS	1731				hypothetical protein
ENPDDFCA_00250	CDS	1266	porA			Porin PorA
ENPDDFCA_00251	CDS	1299				hypothetical protein
ENPDDFCA_00252	CDS	195				Putative antitoxin VapB51
ENPDDFCA_00253	CDS	981	php		COG1735	Phosphotriesterase homology protein
ENPDDFCA_00254	CDS	1707				hypothetical protein
ENPDDFCA_00255	CDS	690				hypothetical protein
ENPDDFCA_00256	CDS	651				hypothetical protein
ENPDDFCA_00257	CDS	306				hypothetical protein
ENPDDFCA_00258	CDS	222				hypothetical protein
ENPDDFCA_00259	CDS	552				hypothetical protein
ENPDDFCA_00260	CDS	1449				hypothetical protein
ENPDDFCA_00261	CDS	4212	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
ENPDDFCA_00262	CDS	174				Putative secreted protein.1
ENPDDFCA_00263	CDS	1167	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
ENPDDFCA_00264	CDS	660				hypothetical protein
ENPDDFCA_00265	CDS	234				hypothetical protein
ENPDDFCA_00266	CDS	438		3.1.-.-	COG1848	Ribonuclease VapC24
ENPDDFCA_00267	CDS	843				hypothetical protein
ENPDDFCA_00268	CDS	1365	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
ENPDDFCA_00269	CDS	1323	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
ENPDDFCA_00270	CDS	1836		1.3.8.1	COG1960	Butyryl-CoA dehydrogenase
ENPDDFCA_00271	CDS	489		1.5.1.37		Flavin reductase
ENPDDFCA_00272	CDS	1350				hypothetical protein
ENPDDFCA_00273	CDS	747	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
ENPDDFCA_00274	CDS	1941	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
ENPDDFCA_00275	CDS	822				hypothetical protein
ENPDDFCA_00276	CDS	294				putative protein
ENPDDFCA_00277	CDS	480				hypothetical protein
ENPDDFCA_00278	CDS	2511	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
ENPDDFCA_00279	CDS	357	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
ENPDDFCA_00280	CDS	525	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
ENPDDFCA_00281	CDS	1485	cobQ		COG1492	Cobyric acid synthase
ENPDDFCA_00282	CDS	1074	PPE2		COG5651	putative PPE family protein PPE2
ENPDDFCA_00283	CDS	456				hypothetical protein
ENPDDFCA_00284	CDS	744				hypothetical protein
ENPDDFCA_00285	CDS	1146				hypothetical protein
ENPDDFCA_00286	CDS	1500	narK_1		COG2223	Nitrate/nitrite transporter NarK
ENPDDFCA_00287	CDS	546	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
ENPDDFCA_00288	CDS	903	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
ENPDDFCA_00289	CDS	654	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
ENPDDFCA_00290	CDS	993				hypothetical protein
ENPDDFCA_00291	CDS	3630				hypothetical protein
ENPDDFCA_00292	CDS	1392	narK_2		COG2223	Nitrate/nitrite transporter NarK
ENPDDFCA_00293	CDS	258				hypothetical protein
ENPDDFCA_00294	CDS	126				hypothetical protein
ENPDDFCA_00295	CDS	1194				hypothetical protein
ENPDDFCA_00296	CDS	1740	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ENPDDFCA_00297	CDS	2196		1.3.99.-		Acyl-CoA dehydrogenase FadE34
ENPDDFCA_00298	CDS	1134				hypothetical protein
ENPDDFCA_00299	CDS	621				hypothetical protein
ENPDDFCA_00300	CDS	582				hypothetical protein
ENPDDFCA_00301	CDS	735				hypothetical protein
ENPDDFCA_00302	CDS	921			COG3662	putative protein
ENPDDFCA_00303	CDS	129				hypothetical protein
ENPDDFCA_00304	CDS	945	PPE3		COG5651	putative PPE family protein PPE3
ENPDDFCA_00305	CDS	909		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
ENPDDFCA_00306	CDS	1896	eccA3		COG0464	ESX-3 secretion system protein EccA3
ENPDDFCA_00307	CDS	1617	eccB3_1	3.6.-.-		ESX-3 secretion system ATPase EccB3
ENPDDFCA_00308	CDS	261				hypothetical protein
ENPDDFCA_00309	CDS	387				hypothetical protein
ENPDDFCA_00310	CDS	393				hypothetical protein
ENPDDFCA_00311	CDS	219				hypothetical protein
ENPDDFCA_00312	CDS	396				hypothetical protein
ENPDDFCA_00313	CDS	240				hypothetical protein
ENPDDFCA_00314	CDS	480				hypothetical protein
ENPDDFCA_00315	CDS	438				hypothetical protein
ENPDDFCA_00316	CDS	1011	PPE4_1		COG5651	PPE family protein PPE4
ENPDDFCA_00317	CDS	294	esxG			ESAT-6-like protein EsxG
ENPDDFCA_00318	CDS	291	esxH		COG4842	ESAT-6-like protein EsxH
ENPDDFCA_00319	CDS	888	espG3			ESX-3 secretion-associated protein EspG3
ENPDDFCA_00320	CDS	1419	eccD3			ESX-3 secretion system protein EccD3
ENPDDFCA_00321	CDS	1386	mycP3	3.4.21.-	COG1404	Mycosin-3
ENPDDFCA_00322	CDS	996	eccE3			ESX-3 secretion system protein EccE3
ENPDDFCA_00323	CDS	1212				hypothetical protein
ENPDDFCA_00324	CDS	786	tam	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
ENPDDFCA_00325	CDS	804	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
ENPDDFCA_00326	CDS	1398		3.1.6.-		Ulvan-active sulfatase
ENPDDFCA_00327	CDS	207				hypothetical protein
ENPDDFCA_00328	CDS	228				Antitoxin
ENPDDFCA_00329	CDS	303				Toxin
ENPDDFCA_00330	CDS	222	vapB2			Antitoxin VapB2
ENPDDFCA_00331	CDS	426	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
ENPDDFCA_00332	CDS	633				hypothetical protein
ENPDDFCA_00333	CDS	909				hypothetical protein
ENPDDFCA_00334	CDS	315				PPE family protein PPE34
ENPDDFCA_00335	CDS	177				hypothetical protein
ENPDDFCA_00336	CDS	294				hypothetical protein
ENPDDFCA_00337	CDS	156				hypothetical protein
ENPDDFCA_00338	CDS	726	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
ENPDDFCA_00339	CDS	483				hypothetical protein
ENPDDFCA_00340	CDS	717				hypothetical protein
ENPDDFCA_00341	CDS	657				hypothetical protein
ENPDDFCA_00342	CDS	492	baiE	4.2.1.106		Bile acid 7-alpha dehydratase
ENPDDFCA_00343	CDS	1230				hypothetical protein
ENPDDFCA_00344	CDS	1863				hypothetical protein
ENPDDFCA_00345	CDS	387				putative protein
ENPDDFCA_00346	CDS	663				hypothetical protein
ENPDDFCA_00347	CDS	855				hypothetical protein
ENPDDFCA_00348	CDS	1008				hypothetical protein
ENPDDFCA_00349	CDS	150				hypothetical protein
ENPDDFCA_00350	tRNA	73				tRNA-Gly(ccc)
ENPDDFCA_00351	CDS	777				hypothetical protein
ENPDDFCA_00352	CDS	669	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
ENPDDFCA_00353	CDS	588				hypothetical protein
ENPDDFCA_00354	CDS	573	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
ENPDDFCA_00355	CDS	1656	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
ENPDDFCA_00356	CDS	363				hypothetical protein
ENPDDFCA_00357	CDS	681				hypothetical protein
ENPDDFCA_00358	CDS	225				hypothetical protein
ENPDDFCA_00359	CDS	456				hypothetical protein
ENPDDFCA_00360	CDS	1350		1.14.-.-	COG2124	Putative cytochrome P450 135A1
ENPDDFCA_00361	CDS	603	betI_1			HTH-type transcriptional regulator BetI
ENPDDFCA_00362	CDS	627				hypothetical protein
ENPDDFCA_00363	CDS	741				hypothetical protein
ENPDDFCA_00364	CDS	1167				hypothetical protein
ENPDDFCA_00365	CDS	786				hypothetical protein
ENPDDFCA_00366	CDS	435				hypothetical protein
ENPDDFCA_00367	CDS	852	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
ENPDDFCA_00368	CDS	612				hypothetical protein
ENPDDFCA_00369	CDS	1290	aspC_1	2.6.1.1	COG0436	putative aspartate aminotransferase
ENPDDFCA_00370	CDS	2649				hypothetical protein
ENPDDFCA_00371	CDS	2499				hypothetical protein
ENPDDFCA_00372	CDS	540				hypothetical protein
ENPDDFCA_00373	CDS	1440	iniB			Isoniazid-induced protein IniB
ENPDDFCA_00374	CDS	1923	iniA		COG0699	Isoniazid-induced protein IniA
ENPDDFCA_00375	CDS	1482	iniC		COG0699	Isoniazid-induced protein IniC
ENPDDFCA_00376	CDS	654				hypothetical protein
ENPDDFCA_00377	CDS	417				hypothetical protein
ENPDDFCA_00378	CDS	1464	ansP2		COG1113	L-asparagine permease 2
ENPDDFCA_00379	CDS	813				hypothetical protein
ENPDDFCA_00380	CDS	654				hypothetical protein
ENPDDFCA_00381	CDS	660				hypothetical protein
ENPDDFCA_00382	CDS	1878	dnaK_1		COG0443	Chaperone protein DnaK
ENPDDFCA_00383	CDS	708	grpE		COG0576	Protein GrpE
ENPDDFCA_00384	CDS	1188	dnaJ1		COG0484	Chaperone protein DnaJ 1
ENPDDFCA_00385	CDS	105				hypothetical protein
ENPDDFCA_00386	CDS	426				hypothetical protein
ENPDDFCA_00387	CDS	453				hypothetical protein
ENPDDFCA_00388	CDS	279				hypothetical protein
ENPDDFCA_00389	CDS	513				hypothetical protein
