locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCAPFGBE_00061	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
BCAPFGBE_00062	CDS	459	rplI		COG0359	50S ribosomal protein L9
BCAPFGBE_00063	CDS	522				hypothetical protein
BCAPFGBE_00064	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
BCAPFGBE_00065	CDS	693				hypothetical protein
BCAPFGBE_00066	CDS	1059				hypothetical protein
BCAPFGBE_00067	CDS	339				hypothetical protein
BCAPFGBE_00068	CDS	288				hypothetical protein
BCAPFGBE_00069	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
BCAPFGBE_00070	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
BCAPFGBE_00071	CDS	156				hypothetical protein
BCAPFGBE_00072	CDS	2940				hypothetical protein
BCAPFGBE_00073	CDS	240				hypothetical protein
BCAPFGBE_00074	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
BCAPFGBE_00075	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
BCAPFGBE_00076	CDS	570				hypothetical protein
BCAPFGBE_00077	CDS	912				hypothetical protein
BCAPFGBE_00078	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
BCAPFGBE_00079	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
BCAPFGBE_00080	CDS	246				hypothetical protein
BCAPFGBE_00081	CDS	252				hypothetical protein
BCAPFGBE_00082	CDS	243				hypothetical protein
BCAPFGBE_00083	CDS	1236	hutI_1	3.5.2.7		Imidazolonepropionase
BCAPFGBE_00084	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
BCAPFGBE_00085	CDS	390				hypothetical protein
BCAPFGBE_00086	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
BCAPFGBE_00087	CDS	651				hypothetical protein
BCAPFGBE_00088	CDS	594				hypothetical protein
BCAPFGBE_00089	CDS	207				hypothetical protein
BCAPFGBE_00090	CDS	858				Dormancy associated translation inhibitor
BCAPFGBE_00091	CDS	459				putative protein
BCAPFGBE_00092	CDS	345			COG0640	putative HTH-type transcriptional regulator
BCAPFGBE_00093	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
BCAPFGBE_00094	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
BCAPFGBE_00095	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
BCAPFGBE_00096	CDS	663				hypothetical protein
BCAPFGBE_00097	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
BCAPFGBE_00098	CDS	1476	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
BCAPFGBE_00099	CDS	693				putative protein
BCAPFGBE_00100	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
BCAPFGBE_00101	CDS	771			COG3305	putative protein
BCAPFGBE_00102	CDS	195				hypothetical protein
BCAPFGBE_00103	CDS	768	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
BCAPFGBE_00104	CDS	576				hypothetical protein
BCAPFGBE_00105	CDS	405				hypothetical protein
BCAPFGBE_00106	CDS	711			COG5660	putative protein
BCAPFGBE_00107	CDS	1392				hypothetical protein
BCAPFGBE_00108	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
BCAPFGBE_00109	CDS	552				putative protein
BCAPFGBE_00110	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
BCAPFGBE_00111	CDS	249				putative protein
BCAPFGBE_00112	CDS	486				hypothetical protein
BCAPFGBE_00113	CDS	552				hypothetical protein
BCAPFGBE_00114	CDS	876				hypothetical protein
BCAPFGBE_00115	CDS	780				hypothetical protein
BCAPFGBE_00116	CDS	258				hypothetical protein
BCAPFGBE_00117	CDS	90				hypothetical protein
BCAPFGBE_00118	CDS	327				hypothetical protein
BCAPFGBE_00119	CDS	513				hypothetical protein
BCAPFGBE_00120	CDS	1986			COG3336	putative protein
BCAPFGBE_00121	CDS	225				hypothetical protein
BCAPFGBE_00122	CDS	222				hypothetical protein
BCAPFGBE_00123	CDS	669				hypothetical protein
BCAPFGBE_00124	CDS	1515				hypothetical protein
BCAPFGBE_00125	CDS	285				hypothetical protein
BCAPFGBE_00126	CDS	1197			COG0523	putative protein
BCAPFGBE_00127	CDS	4899	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
BCAPFGBE_00128	CDS	273				hypothetical protein
BCAPFGBE_00129	CDS	1602				hypothetical protein
BCAPFGBE_00130	CDS	855	glpG	3.4.21.105		Rhomboid protease GlpG
BCAPFGBE_00131	CDS	2058				hypothetical protein
BCAPFGBE_00132	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
BCAPFGBE_00133	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
BCAPFGBE_00134	CDS	654	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
BCAPFGBE_00135	CDS	1161	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
BCAPFGBE_00136	CDS	189				hypothetical protein
BCAPFGBE_00137	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
BCAPFGBE_00138	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
BCAPFGBE_00139	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
BCAPFGBE_00140	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
BCAPFGBE_00141	CDS	2145			COG0480	Elongation factor G-like protein
BCAPFGBE_00142	CDS	435				hypothetical protein
BCAPFGBE_00143	CDS	183				hypothetical protein
BCAPFGBE_00144	CDS	369				hypothetical protein
BCAPFGBE_00145	CDS	276				hypothetical protein
BCAPFGBE_00146	CDS	531				hypothetical protein
BCAPFGBE_00147	CDS	1068				hypothetical protein
BCAPFGBE_00148	CDS	210				hypothetical protein
BCAPFGBE_00149	CDS	672				hypothetical protein
BCAPFGBE_00150	CDS	1179	mak	2.7.1.175		Maltokinase
BCAPFGBE_00151	CDS	780				hypothetical protein
BCAPFGBE_00152	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
BCAPFGBE_00153	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
BCAPFGBE_00154	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
BCAPFGBE_00155	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
BCAPFGBE_00156	CDS	606				hypothetical protein
BCAPFGBE_00157	CDS	903		3.3.2.10		Soluble epoxide hydrolase
BCAPFGBE_00158	CDS	606				hypothetical protein
BCAPFGBE_00159	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
BCAPFGBE_00160	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
BCAPFGBE_00161	CDS	504				hypothetical protein
BCAPFGBE_00162	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
BCAPFGBE_00163	CDS	381				hypothetical protein
BCAPFGBE_00164	CDS	411				hypothetical protein
BCAPFGBE_00165	CDS	927				hypothetical protein
BCAPFGBE_00166	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
BCAPFGBE_00167	CDS	843				hypothetical protein
BCAPFGBE_00168	CDS	954		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
BCAPFGBE_00169	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
BCAPFGBE_00170	CDS	1521	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
BCAPFGBE_00171	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
BCAPFGBE_00172	CDS	969		1.3.1.103		2-haloacrylate reductase
BCAPFGBE_00173	CDS	288				hypothetical protein
BCAPFGBE_00174	CDS	1767				hypothetical protein
BCAPFGBE_00175	CDS	1473				hypothetical protein
BCAPFGBE_00176	CDS	225				putative PE-PGRS family protein PE_PGRS24
BCAPFGBE_00177	CDS	831				hypothetical protein
BCAPFGBE_00178	CDS	1212	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
BCAPFGBE_00179	CDS	1101	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
BCAPFGBE_00180	CDS	333				hypothetical protein
BCAPFGBE_00181	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
BCAPFGBE_00182	CDS	645	kstR2_1			HTH-type transcriptional repressor KstR2
BCAPFGBE_00183	CDS	1407	PE3_1			PE family protein PE3
BCAPFGBE_00184	CDS	1566	PE3_2			PE family protein PE3
BCAPFGBE_00185	CDS	1374		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
BCAPFGBE_00186	CDS	1119	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
BCAPFGBE_00187	CDS	456				hypothetical protein
BCAPFGBE_00188	CDS	441				hypothetical protein
BCAPFGBE_00189	CDS	795				hypothetical protein
BCAPFGBE_00190	CDS	1665		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
BCAPFGBE_00191	CDS	1593				hypothetical protein
BCAPFGBE_00192	CDS	1173	lprN_1			Lipoprotein LprN
BCAPFGBE_00193	CDS	1548				hypothetical protein
BCAPFGBE_00194	CDS	492				hypothetical protein
BCAPFGBE_00195	CDS	969				hypothetical protein
BCAPFGBE_00196	CDS	555				hypothetical protein
BCAPFGBE_00197	CDS	735				hypothetical protein
BCAPFGBE_00198	CDS	1110				hypothetical protein
BCAPFGBE_00199	CDS	1359				hypothetical protein
BCAPFGBE_00200	CDS	735		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
BCAPFGBE_00201	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
BCAPFGBE_00202	CDS	897		3.1.1.23	COG2267	Monoacylglycerol lipase
BCAPFGBE_00203	CDS	750				hypothetical protein
BCAPFGBE_00204	CDS	510				hypothetical protein
BCAPFGBE_00205	CDS	2076	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
BCAPFGBE_00206	CDS	147	mymT			Metallothionein
BCAPFGBE_00207	CDS	657		2.1.1.6	COG4122	Catechol O-methyltransferase
BCAPFGBE_00208	CDS	432				hypothetical protein
BCAPFGBE_00209	CDS	1728	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
BCAPFGBE_00210	CDS	291	ricR		COG1937	Copper-sensing transcriptional repressor RicR
BCAPFGBE_00211	CDS	1242			COG2814	Chloramphenicol efflux pump
BCAPFGBE_00212	CDS	1101		2.3.2.-	COG1376	L,D-transpeptidase 4
BCAPFGBE_00213	CDS	1848				hypothetical protein
BCAPFGBE_00214	CDS	120				hypothetical protein
BCAPFGBE_00215	CDS	3585		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
BCAPFGBE_00216	CDS	300				hypothetical protein
BCAPFGBE_00217	CDS	768				hypothetical protein
BCAPFGBE_00218	CDS	585			COG1309	putative HTH-type transcriptional regulator
BCAPFGBE_00219	CDS	2247	napA	1.9.6.1		Periplasmic nitrate reductase
BCAPFGBE_00220	CDS	1992	pepO	3.4.24.-	COG3590	Neutral endopeptidase
BCAPFGBE_00221	CDS	660				hypothetical protein
BCAPFGBE_00222	CDS	690				hypothetical protein
BCAPFGBE_00223	CDS	504				hypothetical protein
BCAPFGBE_00224	CDS	2898			COG2409	Heme uptake protein MmpL11
BCAPFGBE_00225	CDS	411				Heme-binding protein
BCAPFGBE_00226	CDS	1284				hypothetical protein
BCAPFGBE_00227	CDS	1104			COG0628	Putative transport protein
BCAPFGBE_00228	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
BCAPFGBE_00229	CDS	735				hypothetical protein
BCAPFGBE_00230	CDS	834	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
BCAPFGBE_00231	CDS	1086				hypothetical protein
BCAPFGBE_00232	CDS	1479				hypothetical protein
BCAPFGBE_00233	CDS	405				hypothetical protein
BCAPFGBE_00234	CDS	609				hypothetical protein
BCAPFGBE_00235	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
BCAPFGBE_00236	CDS	1434				hypothetical protein
BCAPFGBE_00237	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
BCAPFGBE_00238	CDS	1074	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
BCAPFGBE_00239	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
BCAPFGBE_00240	CDS	909	aes_1	3.1.1.-		Acetyl esterase
BCAPFGBE_00241	CDS	1329				hypothetical protein
BCAPFGBE_00242	CDS	549				hypothetical protein
BCAPFGBE_00243	CDS	1212				hypothetical protein
BCAPFGBE_00244	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
BCAPFGBE_00245	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
BCAPFGBE_00246	CDS	1341	geoB	1.2.1.86		Geranial dehydrogenase
BCAPFGBE_00247	CDS	765		2.1.1.-		putative methyltransferase
BCAPFGBE_00248	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BCAPFGBE_00249	CDS	1731				hypothetical protein
BCAPFGBE_00250	CDS	1266	porA			Porin PorA
BCAPFGBE_00251	CDS	1413				hypothetical protein
BCAPFGBE_00252	CDS	195				Putative antitoxin VapB51
BCAPFGBE_00253	CDS	981	php		COG1735	Phosphotriesterase homology protein
BCAPFGBE_00254	CDS	1707				hypothetical protein
BCAPFGBE_00255	CDS	690				hypothetical protein
BCAPFGBE_00256	CDS	165				hypothetical protein
BCAPFGBE_00257	CDS	183				hypothetical protein
BCAPFGBE_00258	CDS	480				hypothetical protein
BCAPFGBE_00259	CDS	1449				hypothetical protein
BCAPFGBE_00260	CDS	4203	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
BCAPFGBE_00261	CDS	174				Putative secreted protein.1
BCAPFGBE_00262	CDS	1167	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
BCAPFGBE_00263	CDS	660				hypothetical protein
BCAPFGBE_00264	CDS	234				hypothetical protein
BCAPFGBE_00265	CDS	438		3.1.-.-	COG1848	Ribonuclease VapC24
BCAPFGBE_00266	CDS	843				hypothetical protein
BCAPFGBE_00267	CDS	1365	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
BCAPFGBE_00268	CDS	1323	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
BCAPFGBE_00269	CDS	1836		1.3.8.1	COG1960	Butyryl-CoA dehydrogenase
BCAPFGBE_00270	CDS	489		1.5.1.37		Flavin reductase
BCAPFGBE_00271	CDS	1350				hypothetical protein
BCAPFGBE_00272	CDS	747	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
BCAPFGBE_00273	CDS	1941	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
BCAPFGBE_00274	CDS	822				hypothetical protein
BCAPFGBE_00275	CDS	294				putative protein
BCAPFGBE_00276	CDS	480				hypothetical protein
BCAPFGBE_00277	CDS	2616	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
BCAPFGBE_00278	CDS	357	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
BCAPFGBE_00279	CDS	525	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
BCAPFGBE_00280	CDS	2577	cobQ			Cobyric acid synthase
BCAPFGBE_00281	CDS	282				hypothetical protein
BCAPFGBE_00282	CDS	456				hypothetical protein
BCAPFGBE_00283	CDS	744				hypothetical protein
BCAPFGBE_00284	CDS	1146				hypothetical protein
BCAPFGBE_00285	CDS	1500	narK_1		COG2223	Nitrate/nitrite transporter NarK
BCAPFGBE_00286	CDS	546	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
BCAPFGBE_00287	CDS	903	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
BCAPFGBE_00288	CDS	654	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
BCAPFGBE_00289	CDS	993				hypothetical protein
BCAPFGBE_00290	CDS	3630				hypothetical protein
BCAPFGBE_00291	CDS	1392	narK_2		COG2223	Nitrate/nitrite transporter NarK
BCAPFGBE_00292	CDS	258				hypothetical protein
BCAPFGBE_00293	CDS	126				hypothetical protein
BCAPFGBE_00294	CDS	1194				hypothetical protein
BCAPFGBE_00295	CDS	1683	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
BCAPFGBE_00296	CDS	2196		1.3.99.-		Acyl-CoA dehydrogenase FadE34
BCAPFGBE_00297	CDS	1134				hypothetical protein
BCAPFGBE_00298	CDS	621				hypothetical protein
BCAPFGBE_00299	CDS	582				hypothetical protein
BCAPFGBE_00300	CDS	735				hypothetical protein
BCAPFGBE_00301	CDS	921			COG3662	putative protein
BCAPFGBE_00302	CDS	129				hypothetical protein
BCAPFGBE_00303	CDS	945	PPE3		COG5651	putative PPE family protein PPE3
BCAPFGBE_00304	CDS	909		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
BCAPFGBE_00305	CDS	1896	eccA3		COG0464	ESX-3 secretion system protein EccA3
BCAPFGBE_00306	CDS	1617	eccB3_1	3.6.-.-		ESX-3 secretion system ATPase EccB3
BCAPFGBE_00307	CDS	261				hypothetical protein
BCAPFGBE_00308	CDS	387				hypothetical protein
BCAPFGBE_00309	CDS	393				hypothetical protein
BCAPFGBE_00310	CDS	219				hypothetical protein
BCAPFGBE_00311	CDS	240				hypothetical protein
BCAPFGBE_00312	CDS	480				hypothetical protein
BCAPFGBE_00313	CDS	438				hypothetical protein
BCAPFGBE_00314	CDS	1011	PPE4_1		COG5651	PPE family protein PPE4
BCAPFGBE_00315	CDS	294	esxG			ESAT-6-like protein EsxG
BCAPFGBE_00316	CDS	291	esxH		COG4842	ESAT-6-like protein EsxH
BCAPFGBE_00317	CDS	888	espG3			ESX-3 secretion-associated protein EspG3
BCAPFGBE_00318	CDS	1419	eccD3			ESX-3 secretion system protein EccD3
BCAPFGBE_00319	CDS	1386	mycP3	3.4.21.-	COG1404	Mycosin-3
BCAPFGBE_00320	CDS	996	eccE3			ESX-3 secretion system protein EccE3
BCAPFGBE_00321	CDS	1212				hypothetical protein
BCAPFGBE_00322	CDS	786	tam_1	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
BCAPFGBE_00323	CDS	804	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
BCAPFGBE_00324	CDS	1398		3.1.6.-		Ulvan-active sulfatase
BCAPFGBE_00325	CDS	207				hypothetical protein
BCAPFGBE_00326	CDS	255				hypothetical protein
BCAPFGBE_00327	CDS	228				Antitoxin
BCAPFGBE_00328	CDS	303				Toxin
BCAPFGBE_00329	CDS	222	vapB2			Antitoxin VapB2
BCAPFGBE_00330	CDS	426	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
BCAPFGBE_00331	CDS	633				hypothetical protein
BCAPFGBE_00332	CDS	909				hypothetical protein
BCAPFGBE_00333	CDS	315				PPE family protein PPE34
BCAPFGBE_00334	CDS	177				hypothetical protein
BCAPFGBE_00335	CDS	294				hypothetical protein
BCAPFGBE_00336	CDS	156				hypothetical protein
BCAPFGBE_00337	CDS	726	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
BCAPFGBE_00338	CDS	483				hypothetical protein
BCAPFGBE_00339	CDS	717				hypothetical protein
BCAPFGBE_00340	CDS	711				hypothetical protein
BCAPFGBE_00341	CDS	492	baiE	4.2.1.106		Bile acid 7-alpha dehydratase
BCAPFGBE_00342	CDS	1230				hypothetical protein
BCAPFGBE_00343	CDS	1863	dnaK_1			Chaperone protein DnaK
BCAPFGBE_00344	CDS	387				putative protein
BCAPFGBE_00345	CDS	663				hypothetical protein
BCAPFGBE_00346	CDS	855				hypothetical protein
BCAPFGBE_00347	CDS	615				hypothetical protein
BCAPFGBE_00348	CDS	738	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
BCAPFGBE_00349	CDS	150				hypothetical protein
BCAPFGBE_00350	tRNA	73				tRNA-Gly(ccc)
BCAPFGBE_00351	CDS	777				hypothetical protein
BCAPFGBE_00352	CDS	669	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
BCAPFGBE_00353	CDS	588				hypothetical protein
BCAPFGBE_00354	CDS	573	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
BCAPFGBE_00355	CDS	1656	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
BCAPFGBE_00356	CDS	363				hypothetical protein
BCAPFGBE_00357	CDS	681				hypothetical protein
BCAPFGBE_00358	CDS	225				hypothetical protein
BCAPFGBE_00359	CDS	456				hypothetical protein
BCAPFGBE_00360	CDS	1350		1.14.-.-	COG2124	Putative cytochrome P450 135A1
BCAPFGBE_00361	CDS	603	betI_1			HTH-type transcriptional regulator BetI
BCAPFGBE_00362	CDS	627				hypothetical protein
BCAPFGBE_00363	CDS	741				hypothetical protein
BCAPFGBE_00364	CDS	1167		1.8.5.4	COG0446	Sulfide-quinone reductase
BCAPFGBE_00365	CDS	786				hypothetical protein
BCAPFGBE_00366	CDS	435				hypothetical protein
BCAPFGBE_00367	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
BCAPFGBE_00368	CDS	612				hypothetical protein
BCAPFGBE_00369	CDS	1290	aspC_1	2.6.1.1	COG0436	putative aspartate aminotransferase
BCAPFGBE_00370	CDS	2649				hypothetical protein
BCAPFGBE_00371	CDS	2499				hypothetical protein
BCAPFGBE_00372	CDS	540				hypothetical protein
BCAPFGBE_00373	CDS	1440	iniB			Isoniazid-induced protein IniB
BCAPFGBE_00374	CDS	1923	iniA		COG0699	Isoniazid-induced protein IniA
BCAPFGBE_00375	CDS	1482	iniC		COG0699	Isoniazid-induced protein IniC
BCAPFGBE_00376	CDS	654				hypothetical protein
BCAPFGBE_00377	CDS	417				hypothetical protein
BCAPFGBE_00378	CDS	1464	ansP2		COG1113	L-asparagine permease 2
BCAPFGBE_00379	CDS	813				hypothetical protein
BCAPFGBE_00380	CDS	654				hypothetical protein
BCAPFGBE_00381	CDS	660				hypothetical protein
BCAPFGBE_00382	CDS	1878	dnaK_2		COG0443	Chaperone protein DnaK
BCAPFGBE_00383	CDS	708	grpE		COG0576	Protein GrpE
BCAPFGBE_00384	CDS	1188	dnaJ1		COG0484	Chaperone protein DnaJ 1
BCAPFGBE_00385	CDS	105				hypothetical protein
BCAPFGBE_00386	CDS	426				hypothetical protein
BCAPFGBE_00387	CDS	453				hypothetical protein
BCAPFGBE_00388	CDS	279				hypothetical protein
