locus_tag	ftype	length_bp	gene	EC_number	COG	product
GHDAHHNE_00095	CDS	663				hypothetical protein
GHDAHHNE_00096	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
GHDAHHNE_00097	CDS	1476	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
GHDAHHNE_00098	CDS	693				putative protein
GHDAHHNE_00099	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
GHDAHHNE_00100	CDS	771			COG3305	putative protein
GHDAHHNE_00101	CDS	195				hypothetical protein
GHDAHHNE_00102	CDS	768	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
GHDAHHNE_00103	CDS	576				hypothetical protein
GHDAHHNE_00104	CDS	405				hypothetical protein
GHDAHHNE_00105	CDS	711			COG5660	putative protein
GHDAHHNE_00106	CDS	1392				hypothetical protein
GHDAHHNE_00107	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
GHDAHHNE_00108	CDS	552				putative protein
GHDAHHNE_00109	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
GHDAHHNE_00110	CDS	249				putative protein
GHDAHHNE_00111	CDS	486				hypothetical protein
GHDAHHNE_00112	CDS	552				hypothetical protein
GHDAHHNE_00113	CDS	876				hypothetical protein
GHDAHHNE_00114	CDS	780				hypothetical protein
GHDAHHNE_00115	CDS	258				hypothetical protein
GHDAHHNE_00116	CDS	90				hypothetical protein
GHDAHHNE_00117	CDS	327				hypothetical protein
GHDAHHNE_00118	CDS	420	car_1	1.2.1.-	COG1022	Carboxylic acid reductase
GHDAHHNE_00119	CDS	1986			COG3336	putative protein
GHDAHHNE_00120	CDS	225				hypothetical protein
GHDAHHNE_00121	CDS	306				hypothetical protein
GHDAHHNE_00122	CDS	744				hypothetical protein
GHDAHHNE_00123	CDS	1488				hypothetical protein
GHDAHHNE_00124	CDS	285				hypothetical protein
GHDAHHNE_00125	CDS	1197			COG0523	putative protein
GHDAHHNE_00126	CDS	4899	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
GHDAHHNE_00127	CDS	273				hypothetical protein
GHDAHHNE_00128	CDS	1602				hypothetical protein
GHDAHHNE_00129	CDS	855	glpG	3.4.21.105		Rhomboid protease GlpG
GHDAHHNE_00130	CDS	2016				hypothetical protein
GHDAHHNE_00131	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
GHDAHHNE_00132	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
GHDAHHNE_00133	CDS	654	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
GHDAHHNE_00134	CDS	1161	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
GHDAHHNE_00135	CDS	189				hypothetical protein
GHDAHHNE_00136	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
GHDAHHNE_00137	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
GHDAHHNE_00138	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
GHDAHHNE_00139	CDS	726				hypothetical protein
GHDAHHNE_00140	CDS	540				hypothetical protein
GHDAHHNE_00141	CDS	2145			COG0480	Elongation factor G-like protein
GHDAHHNE_00142	CDS	435				hypothetical protein
GHDAHHNE_00143	CDS	183				hypothetical protein
GHDAHHNE_00144	CDS	369				hypothetical protein
GHDAHHNE_00145	CDS	276				hypothetical protein
GHDAHHNE_00146	CDS	531				hypothetical protein
GHDAHHNE_00147	CDS	1068				hypothetical protein
GHDAHHNE_00148	CDS	210				hypothetical protein
GHDAHHNE_00149	CDS	672				hypothetical protein
GHDAHHNE_00150	CDS	1179	mak	2.7.1.175	COG3281	Maltokinase
GHDAHHNE_00151	CDS	780				hypothetical protein
GHDAHHNE_00152	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
GHDAHHNE_00153	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
GHDAHHNE_00154	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
GHDAHHNE_00155	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
GHDAHHNE_00156	CDS	606				hypothetical protein
GHDAHHNE_00157	CDS	903		3.3.2.10		Soluble epoxide hydrolase
GHDAHHNE_00158	CDS	606				hypothetical protein
GHDAHHNE_00159	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
GHDAHHNE_00160	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
GHDAHHNE_00161	CDS	504				hypothetical protein
GHDAHHNE_00162	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
GHDAHHNE_00163	CDS	381				hypothetical protein
GHDAHHNE_00164	CDS	411				hypothetical protein
GHDAHHNE_00165	CDS	927				hypothetical protein
GHDAHHNE_00166	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
GHDAHHNE_00167	CDS	843				hypothetical protein
GHDAHHNE_00168	CDS	954		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
GHDAHHNE_00169	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
GHDAHHNE_00170	CDS	1521	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
GHDAHHNE_00171	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
GHDAHHNE_00172	CDS	969		1.3.1.103		2-haloacrylate reductase
GHDAHHNE_00173	CDS	288				hypothetical protein
GHDAHHNE_00174	CDS	1767				hypothetical protein
GHDAHHNE_00175	CDS	1473				hypothetical protein
GHDAHHNE_00176	CDS	225				putative PE-PGRS family protein PE_PGRS24
GHDAHHNE_00177	CDS	831				hypothetical protein
GHDAHHNE_00178	CDS	1212	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
GHDAHHNE_00179	CDS	1065	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
GHDAHHNE_00180	CDS	333				hypothetical protein
GHDAHHNE_00181	CDS	1428	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
GHDAHHNE_00182	CDS	645	kstR2_1			HTH-type transcriptional repressor KstR2
GHDAHHNE_00183	CDS	1407	PE3_1			PE family protein PE3
GHDAHHNE_00184	CDS	1566	PE3_2			PE family protein PE3
GHDAHHNE_00185	CDS	1374		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
GHDAHHNE_00186	CDS	1119	adhB	1.1.1.1	COG1062	Alcohol dehydrogenase B
GHDAHHNE_00187	CDS	456				hypothetical protein
GHDAHHNE_00188	CDS	441				hypothetical protein
GHDAHHNE_00189	CDS	795				hypothetical protein
GHDAHHNE_00190	CDS	1665		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
GHDAHHNE_00191	CDS	1593				hypothetical protein
GHDAHHNE_00192	CDS	1173	lprN_1			Lipoprotein LprN
GHDAHHNE_00193	CDS	1548				hypothetical protein
GHDAHHNE_00194	CDS	492				hypothetical protein
GHDAHHNE_00195	CDS	969				hypothetical protein
GHDAHHNE_00196	CDS	555				hypothetical protein
GHDAHHNE_00197	CDS	735				hypothetical protein
GHDAHHNE_00198	CDS	1110				hypothetical protein
GHDAHHNE_00199	CDS	1359				hypothetical protein
GHDAHHNE_00200	CDS	735		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
GHDAHHNE_00201	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
GHDAHHNE_00202	CDS	897		3.1.1.23	COG2267	Monoacylglycerol lipase
GHDAHHNE_00203	CDS	750				hypothetical protein
GHDAHHNE_00204	CDS	510				hypothetical protein
GHDAHHNE_00205	CDS	2076	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
GHDAHHNE_00206	CDS	147	mymT			Metallothionein
GHDAHHNE_00207	CDS	657		2.1.1.6	COG4122	Catechol O-methyltransferase
GHDAHHNE_00208	CDS	432				hypothetical protein
GHDAHHNE_00209	CDS	1728	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
GHDAHHNE_00210	CDS	291	ricR		COG1937	Copper-sensing transcriptional repressor RicR
GHDAHHNE_00211	CDS	1242			COG2814	Chloramphenicol efflux pump
GHDAHHNE_00212	CDS	1101		2.3.2.-	COG1376	L,D-transpeptidase 4
GHDAHHNE_00213	CDS	1848				hypothetical protein
GHDAHHNE_00214	CDS	120				hypothetical protein
GHDAHHNE_00215	CDS	3585		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
GHDAHHNE_00216	CDS	300				hypothetical protein
GHDAHHNE_00217	CDS	768				hypothetical protein
GHDAHHNE_00218	CDS	585			COG1309	putative HTH-type transcriptional regulator
GHDAHHNE_00219	CDS	2247	napA	1.9.6.1		Periplasmic nitrate reductase
GHDAHHNE_00220	CDS	1992	pepO	3.4.24.-	COG3590	Neutral endopeptidase
GHDAHHNE_00221	CDS	660				hypothetical protein
GHDAHHNE_00222	CDS	792				hypothetical protein
GHDAHHNE_00223	CDS	588				hypothetical protein
GHDAHHNE_00224	CDS	2898			COG2409	Heme uptake protein MmpL11
GHDAHHNE_00225	CDS	411				Heme-binding protein
GHDAHHNE_00226	CDS	1284				hypothetical protein
GHDAHHNE_00227	CDS	1104			COG0628	Putative transport protein
GHDAHHNE_00228	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
GHDAHHNE_00229	CDS	735				hypothetical protein
GHDAHHNE_00230	CDS	834	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
GHDAHHNE_00231	CDS	1086				hypothetical protein
GHDAHHNE_00232	CDS	1479				hypothetical protein
GHDAHHNE_00233	CDS	405				hypothetical protein
GHDAHHNE_00234	CDS	609				hypothetical protein
GHDAHHNE_00235	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
GHDAHHNE_00236	CDS	1434				hypothetical protein
GHDAHHNE_00237	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
GHDAHHNE_00238	CDS	1074	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
GHDAHHNE_00239	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
GHDAHHNE_00240	CDS	909	aes_1	3.1.1.-		Acetyl esterase
GHDAHHNE_00241	CDS	1329				hypothetical protein
GHDAHHNE_00242	CDS	549				hypothetical protein
GHDAHHNE_00243	CDS	1212				hypothetical protein
GHDAHHNE_00244	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
GHDAHHNE_00245	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
GHDAHHNE_00246	CDS	1341	geoB	1.2.1.86		Geranial dehydrogenase
GHDAHHNE_00247	CDS	765		2.1.1.-		putative methyltransferase
GHDAHHNE_00248	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GHDAHHNE_00249	CDS	1731				hypothetical protein
GHDAHHNE_00250	CDS	1266	porA			Porin PorA
GHDAHHNE_00251	CDS	1299				hypothetical protein
GHDAHHNE_00252	CDS	195				Putative antitoxin VapB51
GHDAHHNE_00253	CDS	981	php		COG1735	Phosphotriesterase homology protein
GHDAHHNE_00254	CDS	1707				hypothetical protein
GHDAHHNE_00255	CDS	690				hypothetical protein
GHDAHHNE_00256	CDS	165				hypothetical protein
GHDAHHNE_00257	CDS	1536	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
GHDAHHNE_00258	CDS	1449				hypothetical protein
GHDAHHNE_00259	CDS	4203	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
GHDAHHNE_00260	CDS	174				Putative secreted protein.1
GHDAHHNE_00261	CDS	1167	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
GHDAHHNE_00262	CDS	660				hypothetical protein
GHDAHHNE_00263	CDS	234				hypothetical protein
GHDAHHNE_00264	CDS	438		3.1.-.-	COG1848	Ribonuclease VapC24
GHDAHHNE_00265	CDS	843				hypothetical protein
GHDAHHNE_00266	CDS	1365				hypothetical protein
GHDAHHNE_00267	CDS	1323	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
GHDAHHNE_00268	CDS	1836		1.3.8.1	COG1960	Butyryl-CoA dehydrogenase
GHDAHHNE_00269	CDS	489		1.5.1.37		Flavin reductase
GHDAHHNE_00270	CDS	1350				hypothetical protein
GHDAHHNE_00271	CDS	747	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
GHDAHHNE_00272	CDS	1941	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
GHDAHHNE_00273	CDS	822				hypothetical protein
GHDAHHNE_00274	CDS	294				putative protein
GHDAHHNE_00275	CDS	480				hypothetical protein
GHDAHHNE_00276	CDS	2511	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
GHDAHHNE_00277	CDS	357	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
GHDAHHNE_00278	CDS	525	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
GHDAHHNE_00279	CDS	1485	cobQ		COG1492	Cobyric acid synthase
GHDAHHNE_00280	CDS	1074	PPE2		COG5651	putative PPE family protein PPE2
GHDAHHNE_00281	CDS	456				hypothetical protein
GHDAHHNE_00282	CDS	744				hypothetical protein
GHDAHHNE_00283	CDS	1146				hypothetical protein
GHDAHHNE_00284	CDS	1410	narK_1		COG2223	Nitrate/nitrite transporter NarK
GHDAHHNE_00285	CDS	546	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
GHDAHHNE_00286	CDS	903	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
GHDAHHNE_00287	CDS	654	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
GHDAHHNE_00288	CDS	993				hypothetical protein
GHDAHHNE_00289	CDS	3630				hypothetical protein
GHDAHHNE_00290	CDS	1392	narK_2		COG2223	Nitrate/nitrite transporter NarK
GHDAHHNE_00291	CDS	282				hypothetical protein
GHDAHHNE_00292	CDS	126				hypothetical protein
GHDAHHNE_00293	CDS	1194				hypothetical protein
GHDAHHNE_00294	CDS	1683	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GHDAHHNE_00295	CDS	2196		1.3.99.-		Acyl-CoA dehydrogenase FadE34
GHDAHHNE_00296	CDS	1134				hypothetical protein
GHDAHHNE_00297	CDS	621				hypothetical protein
GHDAHHNE_00298	CDS	582				hypothetical protein
GHDAHHNE_00299	CDS	735				hypothetical protein
GHDAHHNE_00300	CDS	921			COG3662	putative protein
GHDAHHNE_00301	CDS	129				hypothetical protein
GHDAHHNE_00302	CDS	945	PPE3		COG5651	putative PPE family protein PPE3
GHDAHHNE_00303	CDS	909		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
GHDAHHNE_00304	CDS	1896	eccA3		COG0464	ESX-3 secretion system protein EccA3
GHDAHHNE_00305	CDS	1617	eccB3_1	3.6.-.-		ESX-3 secretion system ATPase EccB3
GHDAHHNE_00306	CDS	261				hypothetical protein
GHDAHHNE_00307	CDS	387				hypothetical protein
GHDAHHNE_00308	CDS	393				hypothetical protein
GHDAHHNE_00309	CDS	219				hypothetical protein
GHDAHHNE_00310	CDS	240				hypothetical protein
GHDAHHNE_00311	CDS	480				hypothetical protein
GHDAHHNE_00312	CDS	438				hypothetical protein
GHDAHHNE_00313	CDS	1011	PPE4_1		COG5651	PPE family protein PPE4
GHDAHHNE_00314	CDS	294	esxG			ESAT-6-like protein EsxG
GHDAHHNE_00315	CDS	291	esxH		COG4842	ESAT-6-like protein EsxH
GHDAHHNE_00316	CDS	888	espG3			ESX-3 secretion-associated protein EspG3
GHDAHHNE_00317	CDS	1419	eccD3			ESX-3 secretion system protein EccD3
GHDAHHNE_00318	CDS	1386	mycP3	3.4.21.-	COG1404	Mycosin-3
GHDAHHNE_00319	CDS	996	eccE3			ESX-3 secretion system protein EccE3
GHDAHHNE_00320	CDS	1212				hypothetical protein
GHDAHHNE_00321	CDS	786	tam_1	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
GHDAHHNE_00322	CDS	480				hypothetical protein
GHDAHHNE_00323	CDS	1398		3.1.6.-		Ulvan-active sulfatase
GHDAHHNE_00324	CDS	207				hypothetical protein
GHDAHHNE_00325	CDS	255				hypothetical protein
GHDAHHNE_00326	CDS	228				Antitoxin
GHDAHHNE_00327	CDS	303				Toxin
GHDAHHNE_00328	CDS	222	vapB2			Antitoxin VapB2
GHDAHHNE_00329	CDS	426	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
GHDAHHNE_00330	CDS	633				hypothetical protein
GHDAHHNE_00331	CDS	909				hypothetical protein
GHDAHHNE_00332	CDS	177				hypothetical protein
GHDAHHNE_00333	CDS	294				hypothetical protein
GHDAHHNE_00334	CDS	156				hypothetical protein
GHDAHHNE_00335	CDS	726	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
GHDAHHNE_00336	CDS	483				hypothetical protein
GHDAHHNE_00337	CDS	717				hypothetical protein
GHDAHHNE_00338	CDS	711				hypothetical protein
GHDAHHNE_00339	CDS	492	baiE	4.2.1.106		Bile acid 7-alpha dehydratase
GHDAHHNE_00340	CDS	1230				hypothetical protein
GHDAHHNE_00341	CDS	1863				hypothetical protein
GHDAHHNE_00342	CDS	387				putative protein
GHDAHHNE_00343	CDS	663				hypothetical protein
GHDAHHNE_00344	CDS	855				hypothetical protein
GHDAHHNE_00345	CDS	615				hypothetical protein
GHDAHHNE_00346	CDS	738	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
GHDAHHNE_00347	CDS	150				hypothetical protein
GHDAHHNE_00348	tRNA	73				tRNA-Gly(ccc)
GHDAHHNE_00349	CDS	777				hypothetical protein
GHDAHHNE_00350	CDS	669	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
GHDAHHNE_00351	CDS	588				hypothetical protein
GHDAHHNE_00352	CDS	573	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
GHDAHHNE_00353	CDS	1656	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
GHDAHHNE_00354	CDS	363				hypothetical protein
GHDAHHNE_00355	CDS	681				hypothetical protein
GHDAHHNE_00356	CDS	225				hypothetical protein
GHDAHHNE_00357	CDS	456				hypothetical protein
GHDAHHNE_00358	CDS	1350		1.14.-.-	COG2124	Putative cytochrome P450 135A1
GHDAHHNE_00359	CDS	603	betI_1			HTH-type transcriptional regulator BetI
GHDAHHNE_00360	CDS	627				hypothetical protein
GHDAHHNE_00361	CDS	741				hypothetical protein
GHDAHHNE_00362	CDS	1167		1.8.5.4	COG0446	Sulfide-quinone reductase
GHDAHHNE_00363	CDS	786				hypothetical protein
GHDAHHNE_00364	CDS	435				hypothetical protein
GHDAHHNE_00365	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
GHDAHHNE_00366	CDS	612				hypothetical protein
GHDAHHNE_00367	CDS	1290	aspC_1	2.6.1.1	COG0436	putative aspartate aminotransferase
GHDAHHNE_00368	CDS	2649				hypothetical protein
GHDAHHNE_00369	CDS	2499				hypothetical protein
GHDAHHNE_00370	CDS	540				hypothetical protein
GHDAHHNE_00371	CDS	1440	iniB			Isoniazid-induced protein IniB
GHDAHHNE_00372	CDS	1923	iniA		COG0699	Isoniazid-induced protein IniA
GHDAHHNE_00373	CDS	1482	iniC		COG0699	Isoniazid-induced protein IniC
GHDAHHNE_00374	CDS	561				hypothetical protein
GHDAHHNE_00375	CDS	417				hypothetical protein
GHDAHHNE_00376	CDS	1464	ansP2		COG1113	L-asparagine permease 2
GHDAHHNE_00377	CDS	171				hypothetical protein
GHDAHHNE_00378	CDS	813				hypothetical protein
GHDAHHNE_00379	CDS	654				hypothetical protein
GHDAHHNE_00380	CDS	660				hypothetical protein
GHDAHHNE_00381	CDS	1878	dnaK_1		COG0443	Chaperone protein DnaK
GHDAHHNE_00382	CDS	708	grpE		COG0576	Protein GrpE
GHDAHHNE_00383	CDS	1188	dnaJ1		COG0484	Chaperone protein DnaJ 1
GHDAHHNE_00384	CDS	105				hypothetical protein
GHDAHHNE_00385	CDS	426				hypothetical protein
GHDAHHNE_00386	CDS	453				hypothetical protein
GHDAHHNE_00387	CDS	279				hypothetical protein
GHDAHHNE_00388	CDS	513				hypothetical protein
GHDAHHNE_00389	CDS	207				hypothetical protein
