locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCJKCCAO_00185	CDS	1374		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FCJKCCAO_00186	CDS	1119	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
FCJKCCAO_00187	CDS	456				hypothetical protein
FCJKCCAO_00188	CDS	441				hypothetical protein
FCJKCCAO_00189	CDS	795				hypothetical protein
FCJKCCAO_00190	CDS	1665		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
FCJKCCAO_00191	CDS	1593				hypothetical protein
FCJKCCAO_00192	CDS	1173	lprN_1			Lipoprotein LprN
FCJKCCAO_00193	CDS	1548				hypothetical protein
FCJKCCAO_00194	CDS	492				hypothetical protein
FCJKCCAO_00195	CDS	969				hypothetical protein
FCJKCCAO_00196	CDS	555				hypothetical protein
FCJKCCAO_00197	CDS	735				hypothetical protein
FCJKCCAO_00198	CDS	1110				hypothetical protein
FCJKCCAO_00199	CDS	1359				hypothetical protein
FCJKCCAO_00200	CDS	735		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
FCJKCCAO_00201	CDS	999	sigG		COG1595	ECF RNA polymerase sigma factor SigG
FCJKCCAO_00202	CDS	897		3.1.1.23	COG2267	Monoacylglycerol lipase
FCJKCCAO_00203	CDS	750				hypothetical protein
FCJKCCAO_00204	CDS	510				hypothetical protein
FCJKCCAO_00205	CDS	2076	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
FCJKCCAO_00206	CDS	657		2.1.1.6	COG4122	Catechol O-methyltransferase
FCJKCCAO_00207	CDS	432				hypothetical protein
FCJKCCAO_00208	CDS	1926	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
FCJKCCAO_00209	CDS	291	ricR		COG1937	Copper-sensing transcriptional repressor RicR
FCJKCCAO_00210	CDS	1242			COG2814	Chloramphenicol efflux pump
FCJKCCAO_00211	CDS	1101		2.3.2.-	COG1376	L,D-transpeptidase 4
FCJKCCAO_00212	CDS	1848				hypothetical protein
FCJKCCAO_00213	CDS	120				hypothetical protein
FCJKCCAO_00214	CDS	3585		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
FCJKCCAO_00215	CDS	300				hypothetical protein
FCJKCCAO_00216	CDS	768				hypothetical protein
FCJKCCAO_00217	CDS	585			COG1309	putative HTH-type transcriptional regulator
FCJKCCAO_00218	CDS	2289	napA	1.9.6.1		Periplasmic nitrate reductase
FCJKCCAO_00219	CDS	2106	pepO	3.4.24.-	COG3590	Neutral endopeptidase
FCJKCCAO_00220	CDS	660				hypothetical protein
FCJKCCAO_00221	CDS	690				hypothetical protein
FCJKCCAO_00222	CDS	504				hypothetical protein
FCJKCCAO_00223	CDS	2898			COG2409	Heme uptake protein MmpL11
FCJKCCAO_00224	CDS	411				Heme-binding protein
FCJKCCAO_00225	CDS	1284				hypothetical protein
FCJKCCAO_00226	CDS	1104			COG0628	Putative transport protein
FCJKCCAO_00227	CDS	2835	mmpL3_1		COG2409	Trehalose monomycolate exporter MmpL3
FCJKCCAO_00228	CDS	735				hypothetical protein
FCJKCCAO_00229	CDS	861	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
FCJKCCAO_00230	CDS	1086				hypothetical protein
FCJKCCAO_00231	CDS	1479				hypothetical protein
FCJKCCAO_00232	CDS	405				hypothetical protein
FCJKCCAO_00233	CDS	609				hypothetical protein
FCJKCCAO_00234	CDS	972	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
FCJKCCAO_00235	CDS	1434				hypothetical protein
FCJKCCAO_00236	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
FCJKCCAO_00237	CDS	1074	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
FCJKCCAO_00238	CDS	1014	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
FCJKCCAO_00239	CDS	909	aes_1	3.1.1.-		Acetyl esterase
FCJKCCAO_00240	CDS	1329				hypothetical protein
FCJKCCAO_00241	CDS	549				hypothetical protein
FCJKCCAO_00242	CDS	1212				hypothetical protein
FCJKCCAO_00243	CDS	1410		2.3.1.20		Putative diacyglycerol O-acyltransferase
FCJKCCAO_00244	CDS	789	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
FCJKCCAO_00245	CDS	1341	geoB	1.2.1.86		Geranial dehydrogenase
FCJKCCAO_00246	CDS	765		2.1.1.-		putative methyltransferase
FCJKCCAO_00247	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FCJKCCAO_00248	CDS	1731				hypothetical protein
FCJKCCAO_00249	CDS	1266	porA			Porin PorA
FCJKCCAO_00250	CDS	1299				hypothetical protein
FCJKCCAO_00251	CDS	195				Putative antitoxin VapB51
FCJKCCAO_00252	CDS	981	php		COG1735	Phosphotriesterase homology protein
FCJKCCAO_00253	CDS	1707				hypothetical protein
FCJKCCAO_00254	CDS	690				hypothetical protein
FCJKCCAO_00255	CDS	183				hypothetical protein
FCJKCCAO_00256	CDS	480				hypothetical protein
FCJKCCAO_00257	CDS	1449				hypothetical protein
FCJKCCAO_00258	CDS	4203	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
FCJKCCAO_00259	CDS	174				Putative secreted protein.1
FCJKCCAO_00260	CDS	1167	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
FCJKCCAO_00261	CDS	660				hypothetical protein
FCJKCCAO_00262	CDS	234				hypothetical protein
FCJKCCAO_00263	CDS	438		3.1.-.-	COG1848	Ribonuclease VapC24
FCJKCCAO_00264	CDS	843				hypothetical protein
FCJKCCAO_00265	CDS	1365	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
FCJKCCAO_00266	CDS	1323	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
FCJKCCAO_00267	CDS	1836		1.3.8.1	COG1960	Butyryl-CoA dehydrogenase
FCJKCCAO_00268	CDS	489		1.5.1.37		Flavin reductase
FCJKCCAO_00269	CDS	1350				hypothetical protein
FCJKCCAO_00270	CDS	747	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
FCJKCCAO_00271	CDS	1941	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
FCJKCCAO_00272	CDS	822				hypothetical protein
FCJKCCAO_00273	CDS	294				putative protein
FCJKCCAO_00274	CDS	480				hypothetical protein
FCJKCCAO_00275	CDS	2616	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
FCJKCCAO_00276	CDS	357	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
FCJKCCAO_00277	CDS	525	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
FCJKCCAO_00278	CDS	2577	cobQ			Cobyric acid synthase
FCJKCCAO_00279	CDS	456				hypothetical protein
FCJKCCAO_00280	CDS	744				hypothetical protein
FCJKCCAO_00281	CDS	1146				hypothetical protein
FCJKCCAO_00282	CDS	1500	narK_1		COG2223	Nitrate/nitrite transporter NarK
FCJKCCAO_00283	CDS	546	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
FCJKCCAO_00284	CDS	903	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
FCJKCCAO_00285	CDS	654	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
FCJKCCAO_00286	CDS	993				hypothetical protein
FCJKCCAO_00287	CDS	3630				hypothetical protein
FCJKCCAO_00288	CDS	1392	narK_2		COG2223	Nitrate/nitrite transporter NarK
FCJKCCAO_00289	CDS	258				hypothetical protein
FCJKCCAO_00290	CDS	126				hypothetical protein
FCJKCCAO_00291	CDS	1194				hypothetical protein
FCJKCCAO_00292	CDS	1683	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FCJKCCAO_00293	CDS	2196		1.3.99.-		Acyl-CoA dehydrogenase FadE34
FCJKCCAO_00294	CDS	1134				hypothetical protein
FCJKCCAO_00295	CDS	621				hypothetical protein
FCJKCCAO_00296	CDS	582				hypothetical protein
FCJKCCAO_00297	CDS	735				hypothetical protein
FCJKCCAO_00298	CDS	921			COG3662	putative protein
FCJKCCAO_00299	CDS	129				hypothetical protein
FCJKCCAO_00300	CDS	945	PPE3		COG5651	putative PPE family protein PPE3
FCJKCCAO_00301	CDS	909		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
FCJKCCAO_00302	CDS	132				hypothetical protein
FCJKCCAO_00303	CDS	1896	eccA3		COG0464	ESX-3 secretion system protein EccA3
FCJKCCAO_00304	CDS	1617	eccB3_1	3.6.-.-		ESX-3 secretion system ATPase EccB3
FCJKCCAO_00305	CDS	261				hypothetical protein
FCJKCCAO_00306	CDS	387				hypothetical protein
FCJKCCAO_00307	CDS	393				hypothetical protein
FCJKCCAO_00308	CDS	219				hypothetical protein
FCJKCCAO_00309	CDS	240				hypothetical protein
FCJKCCAO_00310	CDS	480				hypothetical protein
FCJKCCAO_00311	CDS	438				hypothetical protein
FCJKCCAO_00312	CDS	1011	PPE4_1		COG5651	PPE family protein PPE4
FCJKCCAO_00313	CDS	294	esxG			ESAT-6-like protein EsxG
FCJKCCAO_00314	CDS	291	esxH		COG4842	ESAT-6-like protein EsxH
FCJKCCAO_00315	CDS	888	espG3			ESX-3 secretion-associated protein EspG3
FCJKCCAO_00316	CDS	1419	eccD3			ESX-3 secretion system protein EccD3
FCJKCCAO_00317	CDS	1386	mycP3	3.4.21.-	COG1404	Mycosin-3
FCJKCCAO_00318	CDS	996	eccE3			ESX-3 secretion system protein EccE3
FCJKCCAO_00319	CDS	1212				hypothetical protein
FCJKCCAO_00320	CDS	786	tam	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
FCJKCCAO_00321	CDS	804	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
FCJKCCAO_00322	CDS	1398		3.1.6.-		Ulvan-active sulfatase
FCJKCCAO_00323	CDS	207				hypothetical protein
FCJKCCAO_00324	CDS	255				hypothetical protein
FCJKCCAO_00325	CDS	228				Antitoxin
FCJKCCAO_00326	CDS	303				Toxin
FCJKCCAO_00327	CDS	222	vapB2			Antitoxin VapB2
FCJKCCAO_00328	CDS	426	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
FCJKCCAO_00329	CDS	633				hypothetical protein
FCJKCCAO_00330	CDS	909				hypothetical protein
FCJKCCAO_00331	CDS	315				PPE family protein PPE34
FCJKCCAO_00332	CDS	177				hypothetical protein
FCJKCCAO_00333	CDS	294				hypothetical protein
FCJKCCAO_00334	CDS	156				hypothetical protein
FCJKCCAO_00335	CDS	726	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
FCJKCCAO_00336	CDS	483				hypothetical protein
FCJKCCAO_00337	CDS	717				hypothetical protein
FCJKCCAO_00338	CDS	711				hypothetical protein
FCJKCCAO_00339	CDS	492	baiE	4.2.1.106		Bile acid 7-alpha dehydratase
FCJKCCAO_00340	CDS	1230				hypothetical protein
FCJKCCAO_00341	CDS	1863	dnaK_1			Chaperone protein DnaK
FCJKCCAO_00342	CDS	450				putative protein
FCJKCCAO_00343	CDS	663				hypothetical protein
FCJKCCAO_00344	CDS	855				hypothetical protein
FCJKCCAO_00345	CDS	615				hypothetical protein
FCJKCCAO_00346	CDS	738	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
FCJKCCAO_00347	CDS	150				hypothetical protein
FCJKCCAO_00348	tRNA	73				tRNA-Gly(ccc)
FCJKCCAO_00349	CDS	777				hypothetical protein
FCJKCCAO_00350	CDS	669	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
FCJKCCAO_00351	CDS	588				hypothetical protein
FCJKCCAO_00352	CDS	573	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
FCJKCCAO_00353	CDS	1656	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
FCJKCCAO_00354	CDS	363				hypothetical protein
FCJKCCAO_00355	CDS	681				hypothetical protein
FCJKCCAO_00356	CDS	225				hypothetical protein
FCJKCCAO_00357	CDS	456				hypothetical protein
FCJKCCAO_00358	CDS	1350		1.14.-.-	COG2124	Putative cytochrome P450 135A1
FCJKCCAO_00359	CDS	603	betI_1			HTH-type transcriptional regulator BetI
FCJKCCAO_00360	CDS	627				hypothetical protein
FCJKCCAO_00361	CDS	741				hypothetical protein
FCJKCCAO_00362	CDS	1167		1.8.5.4	COG0446	Sulfide-quinone reductase
FCJKCCAO_00363	CDS	786				hypothetical protein
FCJKCCAO_00364	CDS	435				hypothetical protein
FCJKCCAO_00365	CDS	867	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
FCJKCCAO_00366	CDS	612				hypothetical protein
FCJKCCAO_00367	CDS	1290	aspC_1	2.6.1.1	COG0436	putative aspartate aminotransferase
FCJKCCAO_00368	CDS	2649				hypothetical protein
FCJKCCAO_00369	CDS	2499				hypothetical protein
FCJKCCAO_00370	CDS	540				hypothetical protein
FCJKCCAO_00371	CDS	1440	iniB			Isoniazid-induced protein IniB
FCJKCCAO_00372	CDS	1923	iniA		COG0699	Isoniazid-induced protein IniA
FCJKCCAO_00373	CDS	1482	iniC		COG0699	Isoniazid-induced protein IniC
FCJKCCAO_00374	CDS	561				hypothetical protein
FCJKCCAO_00375	CDS	417				hypothetical protein
FCJKCCAO_00376	CDS	1464	ansP2		COG1113	L-asparagine permease 2
FCJKCCAO_00377	CDS	987				hypothetical protein
FCJKCCAO_00378	CDS	654				hypothetical protein
FCJKCCAO_00379	CDS	660				hypothetical protein
FCJKCCAO_00380	CDS	1878	dnaK_2		COG0443	Chaperone protein DnaK
FCJKCCAO_00381	CDS	708	grpE		COG0576	Protein GrpE
FCJKCCAO_00382	CDS	1188	dnaJ1		COG0484	Chaperone protein DnaJ 1
FCJKCCAO_00383	CDS	105				hypothetical protein
FCJKCCAO_00384	CDS	426				hypothetical protein
FCJKCCAO_00385	CDS	279				hypothetical protein
FCJKCCAO_00386	CDS	513				hypothetical protein
FCJKCCAO_00387	CDS	207				hypothetical protein
